+------+---------------------------------------------------------------------------------+------------------------+---------------+
| Rank |                                    Drug Name                                    |      Target Name       | Binding Score |
|  45  |                                 NCGC00385055-01                                 | SARS-CoV2 3CL Protease |      4.66     |
|  46  |                                 NCGC00483210-07                                 | SARS-CoV2 3CL Protease |      4.74     |
|  47  |                                 NCGC00346835-01                                 | SARS-CoV2 3CL Protease |      4.78     |
|  48  |                                 NCGC00166309-02                                 | SARS-CoV2 3CL Protease |      4.84     |
|  49  |                                 NCGC00385970-01                                 | SARS-CoV2 3CL Protease |      4.93     |
|  50  |                                 NCGC00381045-01                                 | SARS-CoV2 3CL Protease |      4.93     |
|  51  |                                 NCGC00263831-02                                 | SARS-CoV2 3CL Protease |      5.06     |
|  52  |                                 NCGC00344513-02                                 | SARS-CoV2 3CL Protease |      5.08     |
|  53  |                         NCGC00164554-05&NCGC00164554-06                         | SARS-CoV2 3CL Protease |      5.25     |
|  54  |                                 NCGC00385980-01                                 | SARS-CoV2 3CL Protease |      5.33     |
|  55  |                         NCGC00164594-02&NCGC00164594-08                         | SARS-CoV2 3CL Protease |      5.52     |
|  56  |                         NCGC00351597-13&NCGC00351597-14                         | SARS-CoV2 3CL Protease |      5.52     |
|  57  |                                 NCGC00380853-01                                 | SARS-CoV2 3CL Protease |      5.70     |
|  58  |                                 NCGC00384692-01                                 | SARS-CoV2 3CL Protease |      5.76     |
|  59  |                                 NCGC00386058-01                                 | SARS-CoV2 3CL Protease |      5.79     |
|  60  |                                 NCGC00159474-03                                 | SARS-CoV2 3CL Protease |      5.89     |
|  61  |                                 NCGC00384656-01                                 | SARS-CoV2 3CL Protease |      5.94     |
|  62  |                                 NCGC00532507-01                                 | SARS-CoV2 3CL Protease |      5.97     |
|  63  |                                 NCGC00169779-03                                 | SARS-CoV2 3CL Protease |      6.00     |
|  64  |                                 NCGC00347741-02                                 | SARS-CoV2 3CL Protease |      6.00     |
|  65  |                                 NCGC00169933-02                                 | SARS-CoV2 3CL Protease |      6.07     |
|  66  |                                 NCGC00390592-01                                 | SARS-CoV2 3CL Protease |      6.07     |
|  67  |                                 NCGC00347625-02                                 | SARS-CoV2 3CL Protease |      6.09     |
|  68  |                                 NCGC00346893-01                                 | SARS-CoV2 3CL Protease |      6.17     |
|  69  |                                 NCGC00381041-01                                 | SARS-CoV2 3CL Protease |      6.23     |
|  70  |                                 NCGC00385562-01                                 | SARS-CoV2 3CL Protease |      6.27     |
|  71  |                                 NCGC00347780-02                                 | SARS-CoV2 3CL Protease |      6.30     |
|  72  |                                 NCGC00380287-01                                 | SARS-CoV2 3CL Protease |      6.37     |
|  73  |                                 NCGC00370952-01                                 | SARS-CoV2 3CL Protease |      6.39     |
|  74  |                                 NCGC00169156-03                                 | SARS-CoV2 3CL Protease |      6.45     |
|  75  |                                 NCGC00022019-03                                 | SARS-CoV2 3CL Protease |      6.50     |
|  76  |                         NCGC00179363-03&NCGC00179363-05                         | SARS-CoV2 3CL Protease |      6.52     |
|  77  |                                 NCGC00379218-04                                 | SARS-CoV2 3CL Protease |      6.55     |
|  78  |                                 NCGC00482940-01                                 | SARS-CoV2 3CL Protease |      6.69     |
|  79  |                                 NCGC00485847-01                                 | SARS-CoV2 3CL Protease |      6.74     |
|  80  |                                 NCGC00017147-02                                 | SARS-CoV2 3CL Protease |      6.87     |
|  81  |                                 NCGC00183004-01                                 | SARS-CoV2 3CL Protease |      6.87     |
|  82  |                         NCGC00179492-03&NCGC00179492-08                         | SARS-CoV2 3CL Protease |      6.96     |
|  83  |                                 NCGC00244256-04                                 | SARS-CoV2 3CL Protease |      7.01     |
|  84  |                                 NCGC00379167-01                                 | SARS-CoV2 3CL Protease |      7.03     |
|  85  |                                 NCGC00249934-01                                 | SARS-CoV2 3CL Protease |      7.16     |
|  86  |                                 NCGC00378920-01                                 | SARS-CoV2 3CL Protease |      7.20     |
|  87  |                                 NCGC00347624-02                                 | SARS-CoV2 3CL Protease |      7.24     |
|  88  |                         NCGC00164569-02&NCGC00164569-08                         | SARS-CoV2 3CL Protease |      7.25     |
|  89  |                                 NCGC00142400-07                                 | SARS-CoV2 3CL Protease |      7.28     |
|  90  |                                 NCGC00180503-03                                 | SARS-CoV2 3CL Protease |      7.30     |
|  91  |                                 NCGC00475734-01                                 | SARS-CoV2 3CL Protease |      7.36     |
|  92  |                                 NCGC00386485-01                                 | SARS-CoV2 3CL Protease |      7.47     |
|  93  |                                 NCGC00347704-02                                 | SARS-CoV2 3CL Protease |      7.57     |
|  94  |                                 NCGC00381246-01                                 | SARS-CoV2 3CL Protease |      7.58     |
|  95  |                                 NCGC00380736-01                                 | SARS-CoV2 3CL Protease |      7.58     |
|  96  |                                 NCGC00017260-06                                 | SARS-CoV2 3CL Protease |      7.68     |
|  97  |                                 NCGC00346894-04                                 | SARS-CoV2 3CL Protease |      7.72     |
|  98  |                                 NCGC00385692-01                                 | SARS-CoV2 3CL Protease |      7.75     |
|  99  |                                 NCGC00380896-01                                 | SARS-CoV2 3CL Protease |      7.75     |
| 100  |                         NCGC00344622-10&NCGC00344622-15                         | SARS-CoV2 3CL Protease |      8.03     |
| 101  |                                 NCGC00380981-01                                 | SARS-CoV2 3CL Protease |      8.03     |
| 102  |                                 NCGC00165799-03                                 | SARS-CoV2 3CL Protease |      8.14     |
| 103  |                                 NCGC00092388-15                                 | SARS-CoV2 3CL Protease |      8.17     |
| 104  |                                 NCGC00385264-02                                 | SARS-CoV2 3CL Protease |      8.18     |
| 105  |                                 NCGC00386547-01                                 | SARS-CoV2 3CL Protease |      8.19     |
| 106  |                                 NCGC00385675-01                                 | SARS-CoV2 3CL Protease |      8.50     |
| 107  |                                 NCGC00381320-01                                 | SARS-CoV2 3CL Protease |      8.50     |
| 108  |                                 NCGC00521080-01                                 | SARS-CoV2 3CL Protease |      8.57     |
| 109  |                 NCGC00091455-09&NCGC00091455-13&NCGC00261091-01                 | SARS-CoV2 3CL Protease |      8.61     |
| 110  |                                 NCGC00384842-01                                 | SARS-CoV2 3CL Protease |      8.66     |
| 111  |                                 NCGC00168848-03                                 | SARS-CoV2 3CL Protease |      8.70     |
| 112  |                                 NCGC00381452-01                                 | SARS-CoV2 3CL Protease |      8.83     |
| 113  |                         NCGC00164632-02&NCGC00164632-07                         | SARS-CoV2 3CL Protease |      8.90     |
| 114  |                                 NCGC00510931-01                                 | SARS-CoV2 3CL Protease |      8.90     |
| 115  |                                 NCGC00347620-02                                 | SARS-CoV2 3CL Protease |      8.94     |
| 116  |                                 NCGC00385454-01                                 | SARS-CoV2 3CL Protease |      9.02     |
| 117  |                                 NCGC00384870-01                                 | SARS-CoV2 3CL Protease |      9.14     |
| 118  |                                 NCGC00378926-01                                 | SARS-CoV2 3CL Protease |      9.17     |
| 119  |                                 NCGC00274070-02                                 | SARS-CoV2 3CL Protease |      9.37     |
| 120  |                                 NCGC00485008-01                                 | SARS-CoV2 3CL Protease |      9.52     |
| 121  |                                 NCGC00161626-04                                 | SARS-CoV2 3CL Protease |      9.53     |
| 122  |                                 NCGC00384918-01                                 | SARS-CoV2 3CL Protease |      9.59     |
| 123  |                                 NCGC00483116-01                                 | SARS-CoV2 3CL Protease |      9.62     |
| 124  |                                 NCGC00380254-01                                 | SARS-CoV2 3CL Protease |      9.71     |
| 125  |                                 NCGC00384849-01                                 | SARS-CoV2 3CL Protease |      9.71     |
| 126  |                                 NCGC00370764-01                                 | SARS-CoV2 3CL Protease |      9.78     |
| 127  |                                 NCGC00169011-03                                 | SARS-CoV2 3CL Protease |      9.86     |
| 128  |                                 NCGC00169248-02                                 | SARS-CoV2 3CL Protease |      9.87     |
| 129  |                                 NCGC00385463-01                                 | SARS-CoV2 3CL Protease |      9.99     |
| 130  |                                 NCGC00483038-01                                 | SARS-CoV2 3CL Protease |     10.05     |
| 131  |                                 NCGC00169056-02                                 | SARS-CoV2 3CL Protease |     10.08     |
| 132  |                 NCGC00183109-05&NCGC00242513-02&NCGC00242513-03                 | SARS-CoV2 3CL Protease |     10.09     |
| 133  |                                 NCGC00485650-01                                 | SARS-CoV2 3CL Protease |     10.19     |
| 134  |                                 NCGC00179819-03                                 | SARS-CoV2 3CL Protease |     10.21     |
| 135  |                                 NCGC00384623-01                                 | SARS-CoV2 3CL Protease |     10.21     |
| 136  |                                 NCGC00480885-01                                 | SARS-CoV2 3CL Protease |     10.25     |
| 137  |                                 NCGC00480770-01                                 | SARS-CoV2 3CL Protease |     10.31     |
| 138  |                                 NCGC00378834-01                                 | SARS-CoV2 3CL Protease |     10.37     |
| 139  |                                 NCGC00384852-02                                 | SARS-CoV2 3CL Protease |     10.40     |
| 140  |                         NCGC00164590-02&NCGC00164590-08                         | SARS-CoV2 3CL Protease |     10.40     |
| 141  |                 NCGC00164789-02&NCGC00164789-04&NCGC00164789-05                 | SARS-CoV2 3CL Protease |     10.44     |
| 142  |                                 NCGC00179741-03                                 | SARS-CoV2 3CL Protease |     10.47     |
| 143  |                                 NCGC00507976-02                                 | SARS-CoV2 3CL Protease |     10.47     |
| 144  |                                 NCGC00186036-01                                 | SARS-CoV2 3CL Protease |     10.48     |
| 145  |                                 NCGC00024822-03                                 | SARS-CoV2 3CL Protease |     10.51     |
| 146  |                                 NCGC00385673-01                                 | SARS-CoV2 3CL Protease |     10.57     |
| 147  |                                 NCGC00390566-03                                 | SARS-CoV2 3CL Protease |     10.68     |
| 148  |                                 NCGC00379114-01                                 | SARS-CoV2 3CL Protease |     10.82     |
| 149  |                                 NCGC00385350-01                                 | SARS-CoV2 3CL Protease |     10.91     |
| 150  |                                 NCGC00384921-01                                 | SARS-CoV2 3CL Protease |     11.06     |
| 151  |                                 NCGC00180429-03                                 | SARS-CoV2 3CL Protease |     11.07     |
| 152  |                                 NCGC00496841-01                                 | SARS-CoV2 3CL Protease |     11.11     |
| 153  |                                 NCGC00488771-02                                 | SARS-CoV2 3CL Protease |     11.20     |
| 154  |                                 NCGC00378782-02                                 | SARS-CoV2 3CL Protease |     11.23     |
| 155  |                                 NCGC00380320-01                                 | SARS-CoV2 3CL Protease |     11.24     |
| 156  |                                 NCGC00408924-01                                 | SARS-CoV2 3CL Protease |     11.26     |
| 157  |                                 NCGC00390270-02                                 | SARS-CoV2 3CL Protease |     11.29     |
| 158  |                         NCGC00181131-04&NCGC00181131-08                         | SARS-CoV2 3CL Protease |     11.32     |
| 159  |                                 NCGC00390568-02                                 | SARS-CoV2 3CL Protease |     11.35     |
| 160  |                                 NCGC00475729-01                                 | SARS-CoV2 3CL Protease |     11.40     |
| 161  |                                 NCGC00015005-06                                 | SARS-CoV2 3CL Protease |     11.44     |
| 162  |                                 NCGC00179932-02                                 | SARS-CoV2 3CL Protease |     11.49     |
| 163  |                                 NCGC00387771-01                                 | SARS-CoV2 3CL Protease |     11.52     |
| 164  |                                 NCGC00015157-05                                 | SARS-CoV2 3CL Protease |     11.55     |
| 165  |                                 NCGC00262549-02                                 | SARS-CoV2 3CL Protease |     11.69     |
| 166  |                                 NCGC00384635-01                                 | SARS-CoV2 3CL Protease |     11.72     |
| 167  |                                 NCGC00183854-01                                 | SARS-CoV2 3CL Protease |     11.73     |
| 168  |                                 NCGC00095312-04                                 | SARS-CoV2 3CL Protease |     11.73     |
| 169  |                                 NCGC00347611-02                                 | SARS-CoV2 3CL Protease |     11.80     |
| 170  |                                 NCGC00182548-02                                 | SARS-CoV2 3CL Protease |     11.84     |
| 171  |                                 NCGC00347778-02                                 | SARS-CoV2 3CL Protease |     11.84     |
| 172  |                                 NCGC00181756-01                                 | SARS-CoV2 3CL Protease |     11.89     |
| 173  |                         NCGC00016889-06&NCGC00016889-15                         | SARS-CoV2 3CL Protease |     12.03     |
| 174  |                                 NCGC00185751-06                                 | SARS-CoV2 3CL Protease |     12.05     |
| 175  |                                 NCGC00380701-01                                 | SARS-CoV2 3CL Protease |     12.07     |
| 176  |                                 NCGC00521941-01                                 | SARS-CoV2 3CL Protease |     12.13     |
| 177  |                                 NCGC00371101-01                                 | SARS-CoV2 3CL Protease |     12.13     |
| 178  |                 NCGC00015823-14&NCGC00015823-17&NCGC00015823-23                 | SARS-CoV2 3CL Protease |     12.13     |
| 179  |                                 NCGC00347774-02                                 | SARS-CoV2 3CL Protease |     12.14     |
| 180  |                                 NCGC00370788-02                                 | SARS-CoV2 3CL Protease |     12.35     |
| 181  |                                 NCGC00485044-01                                 | SARS-CoV2 3CL Protease |     12.37     |
| 182  |                                 NCGC00384969-01                                 | SARS-CoV2 3CL Protease |     12.37     |
| 183  |                                 NCGC00160504-01                                 | SARS-CoV2 3CL Protease |     12.40     |
| 184  |                                 NCGC00380845-01                                 | SARS-CoV2 3CL Protease |     12.41     |
| 185  |                                 NCGC00507856-01                                 | SARS-CoV2 3CL Protease |     12.43     |
| 186  |                                 NCGC00253603-01                                 | SARS-CoV2 3CL Protease |     12.50     |
| 187  |                         NCGC00378665-02&NCGC00378665-03                         | SARS-CoV2 3CL Protease |     12.50     |
| 188  |                         NCGC00379003-03&NCGC00379003-05                         | SARS-CoV2 3CL Protease |     12.51     |
| 189  |                                 NCGC00485025-01                                 | SARS-CoV2 3CL Protease |     12.53     |
| 190  |                                 NCGC00180527-03                                 | SARS-CoV2 3CL Protease |     12.59     |
| 191  |                                 NCGC00384534-01                                 | SARS-CoV2 3CL Protease |     12.65     |
| 192  |                                 NCGC00347408-02                                 | SARS-CoV2 3CL Protease |     12.75     |
| 193  |                                 NCGC00381066-01                                 | SARS-CoV2 3CL Protease |     12.79     |
| 194  |                         NCGC00159508-04&NCGC00159508-05                         | SARS-CoV2 3CL Protease |     12.90     |
| 195  |                                 NCGC00169111-03                                 | SARS-CoV2 3CL Protease |     13.01     |
| 196  |                                 NCGC00167514-02                                 | SARS-CoV2 3CL Protease |     13.14     |
| 197  |                                 NCGC00385602-01                                 | SARS-CoV2 3CL Protease |     13.22     |
| 198  |                                 NCGC00015550-03                                 | SARS-CoV2 3CL Protease |     13.23     |
| 199  |                                 NCGC00094477-03                                 | SARS-CoV2 3CL Protease |     13.39     |
| 200  |                                 NCGC00162087-03                                 | SARS-CoV2 3CL Protease |     13.44     |
| 201  |                                 NCGC00162440-05                                 | SARS-CoV2 3CL Protease |     13.48     |
| 202  |                                 NCGC00263228-01                                 | SARS-CoV2 3CL Protease |     13.51     |
| 203  |                                 NCGC00380663-01                                 | SARS-CoV2 3CL Protease |     13.69     |
| 204  |                                 NCGC00168803-04                                 | SARS-CoV2 3CL Protease |     13.72     |
| 205  |                                 NCGC00370732-02                                 | SARS-CoV2 3CL Protease |     13.75     |
| 206  |                                 NCGC00167559-01                                 | SARS-CoV2 3CL Protease |     13.76     |
| 207  |                                 NCGC00384876-01                                 | SARS-CoV2 3CL Protease |     13.78     |
| 208  |                                 NCGC00385516-01                                 | SARS-CoV2 3CL Protease |     13.80     |
| 209  |                                 NCGC00016636-05                                 | SARS-CoV2 3CL Protease |     13.82     |
| 210  |                                 NCGC00186041-01                                 | SARS-CoV2 3CL Protease |     13.88     |
| 211  |                                 NCGC00485023-01                                 | SARS-CoV2 3CL Protease |     13.88     |
| 212  |                                 NCGC00347358-02                                 | SARS-CoV2 3CL Protease |     13.95     |
| 213  |                                 NCGC00479074-01                                 | SARS-CoV2 3CL Protease |     13.96     |
| 214  |                                 NCGC00385708-01                                 | SARS-CoV2 3CL Protease |     13.97     |
| 215  |                                 NCGC00018212-04                                 | SARS-CoV2 3CL Protease |     14.03     |
| 216  |                                 NCGC00164499-03                                 | SARS-CoV2 3CL Protease |     14.05     |
| 217  |                                 NCGC00385762-01                                 | SARS-CoV2 3CL Protease |     14.10     |
| 218  |                                 NCGC00485124-01                                 | SARS-CoV2 3CL Protease |     14.13     |
| 219  |                                 NCGC00015928-04                                 | SARS-CoV2 3CL Protease |     14.13     |
| 220  |                                 NCGC00023939-09                                 | SARS-CoV2 3CL Protease |     14.17     |
| 221  |                                 NCGC00159423-03                                 | SARS-CoV2 3CL Protease |     14.20     |
| 222  |                                 NCGC00522534-01                                 | SARS-CoV2 3CL Protease |     14.38     |
| 223  |                                 NCGC00179514-05                                 | SARS-CoV2 3CL Protease |     14.41     |
| 224  |                                 NCGC00169028-02                                 | SARS-CoV2 3CL Protease |     14.42     |
| 225  |                                 NCGC00380353-01                                 | SARS-CoV2 3CL Protease |     14.56     |
| 226  |                                 NCGC00263445-02                                 | SARS-CoV2 3CL Protease |     14.58     |
| 227  |                                 NCGC00263226-01                                 | SARS-CoV2 3CL Protease |     14.61     |
| 228  |                                 NCGC00179431-03                                 | SARS-CoV2 3CL Protease |     14.66     |
| 229  |                                 NCGC00381262-01                                 | SARS-CoV2 3CL Protease |     14.68     |
| 230  |                                 NCGC00485942-01                                 | SARS-CoV2 3CL Protease |     14.75     |
| 231  |                                 NCGC00169355-02                                 | SARS-CoV2 3CL Protease |     14.78     |
| 232  |                                 NCGC00169138-03                                 | SARS-CoV2 3CL Protease |     14.78     |
| 233  |                                 NCGC00390662-01                                 | SARS-CoV2 3CL Protease |     14.81     |
| 234  |                                 NCGC00346606-02                                 | SARS-CoV2 3CL Protease |     14.91     |
| 235  |                                 NCGC00380805-01                                 | SARS-CoV2 3CL Protease |     14.99     |
| 236  |                                 NCGC00014650-04                                 | SARS-CoV2 3CL Protease |     15.04     |
| 237  |                         NCGC00261414-01&NCGC00371062-01                         | SARS-CoV2 3CL Protease |     15.08     |
| 238  |                                 NCGC00169029-02                                 | SARS-CoV2 3CL Protease |     15.09     |
| 239  |                                 NCGC00385494-01                                 | SARS-CoV2 3CL Protease |     15.19     |
| 240  |                         NCGC00166138-04&NCGC00166138-05                         | SARS-CoV2 3CL Protease |     15.20     |
| 241  |                                 NCGC00346467-01                                 | SARS-CoV2 3CL Protease |     15.22     |
| 242  |                                 NCGC00025229-03                                 | SARS-CoV2 3CL Protease |     15.31     |
| 243  |                                 NCGC00181300-01                                 | SARS-CoV2 3CL Protease |     15.33     |
| 244  |                                 NCGC00378838-02                                 | SARS-CoV2 3CL Protease |     15.34     |
| 245  |                                 NCGC00385301-01                                 | SARS-CoV2 3CL Protease |     15.41     |
| 246  |                                 NCGC00386070-01                                 | SARS-CoV2 3CL Protease |     15.52     |
| 247  |                                 NCGC00380949-01                                 | SARS-CoV2 3CL Protease |     15.59     |
| 248  |                                 NCGC00384497-01                                 | SARS-CoV2 3CL Protease |     15.62     |
| 249  |                                 NCGC00163409-07                                 | SARS-CoV2 3CL Protease |     15.64     |
| 250  |                                 NCGC00142598-07                                 | SARS-CoV2 3CL Protease |     15.65     |
| 251  |                                 NCGC00166248-03                                 | SARS-CoV2 3CL Protease |     15.69     |
| 252  |                                 NCGC00385971-01                                 | SARS-CoV2 3CL Protease |     15.71     |
| 253  |                                 NCGC00183103-01                                 | SARS-CoV2 3CL Protease |     15.77     |
| 254  |                                 NCGC00379076-01                                 | SARS-CoV2 3CL Protease |     15.85     |
| 255  |                 NCGC00015970-08&NCGC00015970-10&NCGC00015970-11                 | SARS-CoV2 3CL Protease |     15.88     |
| 256  |                                 NCGC00387465-01                                 | SARS-CoV2 3CL Protease |     15.88     |
| 257  |                                 NCGC00385699-01                                 | SARS-CoV2 3CL Protease |     15.93     |
| 258  |                         NCGC00344588-04&NCGC00344588-08                         | SARS-CoV2 3CL Protease |     15.99     |
| 259  |                                 NCGC00093949-04                                 | SARS-CoV2 3CL Protease |     16.01     |
| 260  |                                 NCGC00346709-02                                 | SARS-CoV2 3CL Protease |     16.08     |
| 261  |                                 NCGC00378586-01                                 | SARS-CoV2 3CL Protease |     16.12     |
| 262  |                                 NCGC00241111-12                                 | SARS-CoV2 3CL Protease |     16.15     |
| 263  |                         NCGC00015671-04&NCGC00263878-01                         | SARS-CoV2 3CL Protease |     16.25     |
| 264  |                                 NCGC00386159-01                                 | SARS-CoV2 3CL Protease |     16.30     |
| 265  |                                 NCGC00347677-02                                 | SARS-CoV2 3CL Protease |     16.32     |
| 266  |                                 NCGC00346503-01                                 | SARS-CoV2 3CL Protease |     16.32     |
| 267  |                                 NCGC00370822-01                                 | SARS-CoV2 3CL Protease |     16.34     |
| 268  |                                 NCGC00347767-02                                 | SARS-CoV2 3CL Protease |     16.35     |
| 269  |                                 NCGC00093716-03                                 | SARS-CoV2 3CL Protease |     16.48     |
| 270  |                                 NCGC00384584-01                                 | SARS-CoV2 3CL Protease |     16.57     |
| 271  |                                 NCGC00385734-01                                 | SARS-CoV2 3CL Protease |     16.77     |
| 272  |                                 NCGC00168777-04                                 | SARS-CoV2 3CL Protease |     16.79     |
| 273  |                                 NCGC00385357-01                                 | SARS-CoV2 3CL Protease |     16.88     |
| 274  |                                 NCGC00385312-01                                 | SARS-CoV2 3CL Protease |     16.88     |
| 275  |                                 NCGC00484798-01                                 | SARS-CoV2 3CL Protease |     16.97     |
| 276  |                                 NCGC00380458-01                                 | SARS-CoV2 3CL Protease |     17.02     |
| 277  |                                 NCGC00386491-01                                 | SARS-CoV2 3CL Protease |     17.05     |
| 278  |                                 NCGC00167979-01                                 | SARS-CoV2 3CL Protease |     17.08     |
| 279  |                         NCGC00390702-01&NCGC00390702-02                         | SARS-CoV2 3CL Protease |     17.14     |
| 280  |                                 NCGC00179475-03                                 | SARS-CoV2 3CL Protease |     17.19     |
| 281  |                                 NCGC00381068-01                                 | SARS-CoV2 3CL Protease |     17.25     |
| 282  |                                 NCGC00181325-03                                 | SARS-CoV2 3CL Protease |     17.29     |
| 283  |                                 NCGC00380833-01                                 | SARS-CoV2 3CL Protease |     17.38     |
| 284  |                         NCGC00162222-03&NCGC00162222-04                         | SARS-CoV2 3CL Protease |     17.59     |
| 285  |                                 NCGC00160163-01                                 | SARS-CoV2 3CL Protease |     17.60     |
| 286  |                                 NCGC00390385-01                                 | SARS-CoV2 3CL Protease |     17.62     |
| 287  |                                 NCGC00385046-01                                 | SARS-CoV2 3CL Protease |     17.74     |
| 288  |                                 NCGC00160570-01                                 | SARS-CoV2 3CL Protease |     17.80     |
| 289  |                                 NCGC00509996-01                                 | SARS-CoV2 3CL Protease |     17.87     |
| 290  |                                 NCGC00385006-01                                 | SARS-CoV2 3CL Protease |     17.92     |
| 291  |                                 NCGC00384954-01                                 | SARS-CoV2 3CL Protease |     17.98     |
| 292  |                                 NCGC00380706-01                                 | SARS-CoV2 3CL Protease |     18.43     |
| 293  |                                 NCGC00389645-02                                 | SARS-CoV2 3CL Protease |     18.60     |
| 294  |                                 NCGC00247877-09                                 | SARS-CoV2 3CL Protease |     18.61     |
| 295  |                                 NCGC00180415-03                                 | SARS-CoV2 3CL Protease |     18.61     |
| 296  |                                 NCGC00380999-01                                 | SARS-CoV2 3CL Protease |     18.63     |
| 297  |                                 NCGC00386821-01                                 | SARS-CoV2 3CL Protease |     18.79     |
| 298  |                                 NCGC00380658-01                                 | SARS-CoV2 3CL Protease |     18.84     |
| 299  |                                 NCGC00385799-01                                 | SARS-CoV2 3CL Protease |     19.03     |
| 300  |                         NCGC00159509-02&NCGC00274070-01                         | SARS-CoV2 3CL Protease |     19.07     |
| 301  |                                 NCGC00181354-02                                 | SARS-CoV2 3CL Protease |     19.09     |
| 302  |                                 NCGC00384728-01                                 | SARS-CoV2 3CL Protease |     19.11     |
| 303  |                 NCGC00022787-04&NCGC00022787-08&NCGC00022787-11                 | SARS-CoV2 3CL Protease |     19.25     |
| 304  |                                 NCGC00164380-01                                 | SARS-CoV2 3CL Protease |     19.30     |
| 305  |                         NCGC00346644-04&NCGC00346644-05                         | SARS-CoV2 3CL Protease |     19.30     |
| 306  |                                 NCGC00167457-02                                 | SARS-CoV2 3CL Protease |     19.43     |
