| Rank |                                    Drug Name                                    |      Target Name       | Binding Score |
| 156  |                                 NCGC00385529-01                                 | SARS-CoV2 3CL Protease |     82.39     |
| 157  |                                 NCGC00229510-02                                 | SARS-CoV2 3CL Protease |     84.21     |
| 158  |                                 NCGC00385622-01                                 | SARS-CoV2 3CL Protease |     84.66     |
| 159  |                                 NCGC00169156-03                                 | SARS-CoV2 3CL Protease |     84.86     |
| 160  |                         NCGC00356071-09&NCGC00356071-11                         | SARS-CoV2 3CL Protease |     84.89     |
| 161  |                                 NCGC00384808-01                                 | SARS-CoV2 3CL Protease |     85.28     |
| 162  |                                 NCGC00485414-01                                 | SARS-CoV2 3CL Protease |     85.47     |
| 163  |                                 NCGC00385597-01                                 | SARS-CoV2 3CL Protease |     86.38     |
| 164  |                                 NCGC00381205-01                                 | SARS-CoV2 3CL Protease |     86.40     |
| 165  |                                 NCGC00181020-01                                 | SARS-CoV2 3CL Protease |     86.80     |
| 166  |                                 NCGC00380624-01                                 | SARS-CoV2 3CL Protease |     86.94     |
| 167  |                                 NCGC00162092-02                                 | SARS-CoV2 3CL Protease |     87.06     |
| 168  |                                 NCGC00386019-01                                 | SARS-CoV2 3CL Protease |     88.12     |
| 169  |                                 NCGC00185748-01                                 | SARS-CoV2 3CL Protease |     88.81     |
| 170  |                                 NCGC00181300-01                                 | SARS-CoV2 3CL Protease |     89.06     |
| 171  |                                 NCGC00347848-02                                 | SARS-CoV2 3CL Protease |     89.27     |
| 172  |                                 NCGC00485419-01                                 | SARS-CoV2 3CL Protease |     89.33     |
| 173  |                                 NCGC00385334-01                                 | SARS-CoV2 3CL Protease |     89.44     |
| 174  |                                 NCGC00386241-01                                 | SARS-CoV2 3CL Protease |     89.94     |
| 175  |                                 NCGC00485222-01                                 | SARS-CoV2 3CL Protease |     90.19     |
| 176  |                                 NCGC00381190-01                                 | SARS-CoV2 3CL Protease |     91.92     |
| 177  |                                 NCGC00385562-01                                 | SARS-CoV2 3CL Protease |     92.15     |
| 178  |                                 NCGC00023902-09                                 | SARS-CoV2 3CL Protease |     92.56     |
| 179  |                                 NCGC00249920-01                                 | SARS-CoV2 3CL Protease |     92.62     |
| 180  |                         NCGC00263884-02&NCGC00263884-08                         | SARS-CoV2 3CL Protease |     94.96     |
| 181  |                                 NCGC00178711-03                                 | SARS-CoV2 3CL Protease |     95.95     |
| 182  |                                 NCGC00261828-01                                 | SARS-CoV2 3CL Protease |     96.89     |
| 183  |                                 NCGC00385281-01                                 | SARS-CoV2 3CL Protease |     97.51     |
| 184  |                                 NCGC00380210-01                                 | SARS-CoV2 3CL Protease |     97.54     |
| 185  |                                 NCGC00344550-03                                 | SARS-CoV2 3CL Protease |     98.44     |
| 186  |                                 NCGC00384981-01                                 | SARS-CoV2 3CL Protease |     98.95     |
| 187  |                                 NCGC00380937-01                                 | SARS-CoV2 3CL Protease |     98.96     |
| 188  |                                 NCGC00386183-01                                 | SARS-CoV2 3CL Protease |     99.49     |
| 189  |                                 NCGC00347660-02                                 | SARS-CoV2 3CL Protease |     99.88     |
| 190  |                                 NCGC00162267-03                                 | SARS-CoV2 3CL Protease |     100.02    |
| 191  |                                 NCGC00181021-02                                 | SARS-CoV2 3CL Protease |     100.13    |
| 192  |                 NCGC00346533-07&NCGC00346533-09&NCGC00346533-13                 | SARS-CoV2 3CL Protease |     100.67    |
| 193  |                                 NCGC00484066-01                                 | SARS-CoV2 3CL Protease |     100.92    |
| 194  |                                 NCGC00261545-01                                 | SARS-CoV2 3CL Protease |     101.20    |
| 195  |                                 NCGC00179602-03                                 | SARS-CoV2 3CL Protease |     101.39    |
| 196  |                                 NCGC00169747-02                                 | SARS-CoV2 3CL Protease |     101.52    |
| 197  |                                 NCGC00165962-02                                 | SARS-CoV2 3CL Protease |     101.74    |
| 198  |                                 NCGC00179898-02                                 | SARS-CoV2 3CL Protease |     102.68    |
| 199  |                                 NCGC00522037-01                                 | SARS-CoV2 3CL Protease |     102.82    |
| 200  |                                 NCGC00386056-01                                 | SARS-CoV2 3CL Protease |     102.94    |
| 201  |                                 NCGC00169029-02                                 | SARS-CoV2 3CL Protease |     103.05    |
| 202  |                                 NCGC00168469-02                                 | SARS-CoV2 3CL Protease |     103.52    |
| 203  |                                 NCGC00169456-02                                 | SARS-CoV2 3CL Protease |     103.53    |
| 204  |                                 NCGC00389594-01                                 | SARS-CoV2 3CL Protease |     104.78    |
| 205  |                                 NCGC00483929-01                                 | SARS-CoV2 3CL Protease |     105.14    |
| 206  |                                 NCGC00385256-01                                 | SARS-CoV2 3CL Protease |     105.71    |
| 207  |                                 NCGC00482960-01                                 | SARS-CoV2 3CL Protease |     106.15    |
| 208  |                                 NCGC00165912-03                                 | SARS-CoV2 3CL Protease |     106.99    |
| 209  |                                 NCGC00510188-01                                 | SARS-CoV2 3CL Protease |     107.00    |
| 210  |                                 NCGC00384933-01                                 | SARS-CoV2 3CL Protease |     107.59    |
| 211  |                                 NCGC00507859-01                                 | SARS-CoV2 3CL Protease |     107.67    |
| 212  |                                 NCGC00381242-01                                 | SARS-CoV2 3CL Protease |     108.01    |
| 213  |                                 NCGC00021222-05                                 | SARS-CoV2 3CL Protease |     108.62    |
| 214  |                                 NCGC00261121-01                                 | SARS-CoV2 3CL Protease |     109.03    |
| 215  |                                 NCGC00179860-02                                 | SARS-CoV2 3CL Protease |     109.80    |
| 216  |                                 NCGC00347526-02                                 | SARS-CoV2 3CL Protease |     110.17    |
| 217  |                                 NCGC00507847-01                                 | SARS-CoV2 3CL Protease |     110.81    |
| 218  |                                 NCGC00263148-07                                 | SARS-CoV2 3CL Protease |     110.87    |
| 219  |                                 NCGC00162131-03                                 | SARS-CoV2 3CL Protease |     111.95    |
| 220  |                                 NCGC00092375-02                                 | SARS-CoV2 3CL Protease |     112.02    |
| 221  |                                 NCGC00178810-03                                 | SARS-CoV2 3CL Protease |     112.15    |
| 222  |                                 NCGC00386702-01                                 | SARS-CoV2 3CL Protease |     113.17    |
| 223  |                                 NCGC00179308-13                                 | SARS-CoV2 3CL Protease |     113.36    |
| 224  |                                 NCGC00485958-01                                 | SARS-CoV2 3CL Protease |     113.39    |
| 225  |                                 NCGC00179861-02                                 | SARS-CoV2 3CL Protease |     113.43    |
| 226  |                                 NCGC00485351-01                                 | SARS-CoV2 3CL Protease |     114.30    |
| 227  |                                 NCGC00162078-02                                 | SARS-CoV2 3CL Protease |     114.72    |
| 228  |                                 NCGC00385790-01                                 | SARS-CoV2 3CL Protease |     115.19    |
| 229  |                                 NCGC00402346-02                                 | SARS-CoV2 3CL Protease |     115.30    |
| 230  |                                 NCGC00242514-13                                 | SARS-CoV2 3CL Protease |     115.41    |
| 231  |                                 NCGC00163409-07                                 | SARS-CoV2 3CL Protease |     115.70    |
| 232  |                                 NCGC00162274-03                                 | SARS-CoV2 3CL Protease |     115.86    |
| 233  |                                 NCGC00169365-03                                 | SARS-CoV2 3CL Protease |     115.93    |
| 234  |                                 NCGC00532510-01                                 | SARS-CoV2 3CL Protease |     115.98    |
| 235  |                                 NCGC00385247-01                                 | SARS-CoV2 3CL Protease |     116.63    |
| 236  |                                 NCGC00379076-01                                 | SARS-CoV2 3CL Protease |     116.74    |
| 237  |                                 NCGC00179676-03                                 | SARS-CoV2 3CL Protease |     116.78    |
| 238  |                                 NCGC00169804-02                                 | SARS-CoV2 3CL Protease |     116.83    |
| 239  |                                 NCGC00385643-01                                 | SARS-CoV2 3CL Protease |     117.51    |
| 240  |                                 NCGC00389390-01                                 | SARS-CoV2 3CL Protease |     118.40    |
| 241  |                                 NCGC00094227-02                                 | SARS-CoV2 3CL Protease |     118.95    |
| 242  |                 NCGC00014925-06&NCGC00014925-10&NCGC00261590-01                 | SARS-CoV2 3CL Protease |     119.01    |
| 243  |                         NCGC00021301-06&NCGC00021301-09                         | SARS-CoV2 3CL Protease |     119.47    |
| 244  |                                 NCGC00379155-01                                 | SARS-CoV2 3CL Protease |     119.76    |
| 245  |                                 NCGC00380238-01                                 | SARS-CoV2 3CL Protease |     120.71    |
| 246  |                                 NCGC00485882-01                                 | SARS-CoV2 3CL Protease |     120.72    |
| 247  |                         NCGC00345798-03&NCGC00345798-06                         | SARS-CoV2 3CL Protease |     121.04    |
| 248  |                                 NCGC00380456-01                                 | SARS-CoV2 3CL Protease |     121.20    |
| 249  |                                 NCGC00486892-01                                 | SARS-CoV2 3CL Protease |     121.79    |
| 250  |                                 NCGC00179511-08                                 | SARS-CoV2 3CL Protease |     122.79    |
| 251  |                                 NCGC00385676-01                                 | SARS-CoV2 3CL Protease |     123.30    |
| 252  |                                 NCGC00384907-01                                 | SARS-CoV2 3CL Protease |     123.58    |
| 253  |                         NCGC00390572-01&NCGC00480775-01                         | SARS-CoV2 3CL Protease |     124.20    |
| 254  |                                 NCGC00343773-03                                 | SARS-CoV2 3CL Protease |     124.28    |
| 255  |                                 NCGC00484056-01                                 | SARS-CoV2 3CL Protease |     124.33    |
| 256  |                                 NCGC00249918-01                                 | SARS-CoV2 3CL Protease |     124.37    |
| 257  |                                 NCGC00380458-01                                 | SARS-CoV2 3CL Protease |     124.73    |
| 258  |                                 NCGC00179975-02                                 | SARS-CoV2 3CL Protease |     124.74    |
| 259  |                                 NCGC00385048-01                                 | SARS-CoV2 3CL Protease |     124.83    |
| 260  |                                 NCGC00510199-01                                 | SARS-CoV2 3CL Protease |     125.05    |
| 261  |                                 NCGC00167439-03                                 | SARS-CoV2 3CL Protease |     125.48    |
| 262  |                                 NCGC00510142-01                                 | SARS-CoV2 3CL Protease |     125.67    |
| 263  |                                 NCGC00015908-07                                 | SARS-CoV2 3CL Protease |     125.68    |
| 264  |                                 NCGC00385151-01                                 | SARS-CoV2 3CL Protease |     125.96    |
| 265  |                                 NCGC00347680-02                                 | SARS-CoV2 3CL Protease |     126.03    |
| 266  |                                 NCGC00485403-01                                 | SARS-CoV2 3CL Protease |     126.27    |
| 267  |                                 NCGC00378976-03                                 | SARS-CoV2 3CL Protease |     126.36    |
| 268  |                                 NCGC00182606-01                                 | SARS-CoV2 3CL Protease |     126.45    |
| 269  |                                 NCGC00385253-01                                 | SARS-CoV2 3CL Protease |     126.60    |
| 270  |                         NCGC00387801-02&NCGC00387801-04                         | SARS-CoV2 3CL Protease |     126.76    |
| 271  |                                 NCGC00347703-02                                 | SARS-CoV2 3CL Protease |     126.93    |
| 272  |                                 NCGC00380754-01                                 | SARS-CoV2 3CL Protease |     127.00    |
| 273  |                                 NCGC00384859-01                                 | SARS-CoV2 3CL Protease |     127.12    |
| 274  |                                 NCGC00485349-01                                 | SARS-CoV2 3CL Protease |     127.64    |
| 275  |                                 NCGC00380890-01                                 | SARS-CoV2 3CL Protease |     127.76    |
| 276  |                                 NCGC00389282-01                                 | SARS-CoV2 3CL Protease |     128.48    |
| 277  |                         NCGC00159443-01&NCGC00159443-05                         | SARS-CoV2 3CL Protease |     129.72    |
| 278  |                         NCGC00162342-04&NCGC00162342-05                         | SARS-CoV2 3CL Protease |     130.58    |
| 279  |                                 NCGC00384825-01                                 | SARS-CoV2 3CL Protease |     130.63    |
| 280  |                                 NCGC00179297-04                                 | SARS-CoV2 3CL Protease |     131.47    |
| 281  |                                 NCGC00509984-01                                 | SARS-CoV2 3CL Protease |     131.66    |
| 282  |                                 NCGC00385980-01                                 | SARS-CoV2 3CL Protease |     133.29    |
| 283  |                                 NCGC00378705-01                                 | SARS-CoV2 3CL Protease |     133.34    |
| 284  |                                 NCGC00169094-03                                 | SARS-CoV2 3CL Protease |     133.40    |
| 285  |                                 NCGC00482625-01                                 | SARS-CoV2 3CL Protease |     134.66    |
| 286  |                                 NCGC00181290-01                                 | SARS-CoV2 3CL Protease |     134.74    |
| 287  |                                 NCGC00385408-01                                 | SARS-CoV2 3CL Protease |     135.92    |
| 288  |                                 NCGC00180408-03                                 | SARS-CoV2 3CL Protease |     136.21    |
| 289  |                                 NCGC00384640-01                                 | SARS-CoV2 3CL Protease |     136.22    |
| 290  |                         NCGC00167959-05&NCGC00167959-12                         | SARS-CoV2 3CL Protease |     136.43    |
| 291  |                                 NCGC00183854-01                                 | SARS-CoV2 3CL Protease |     136.60    |
| 292  |                                 NCGC00380821-02                                 | SARS-CoV2 3CL Protease |     137.33    |
| 293  |                         NCGC00165791-03&NCGC00165791-04                         | SARS-CoV2 3CL Protease |     137.91    |
| 294  |                                 NCGC00389655-01                                 | SARS-CoV2 3CL Protease |     139.09    |
| 295  |                                 MLS002608668-02                                 | SARS-CoV2 3CL Protease |     139.22    |
| 296  |                                 NCGC00381141-01                                 | SARS-CoV2 3CL Protease |     139.97    |
| 297  |                                 NCGC00485098-01                                 | SARS-CoV2 3CL Protease |     140.74    |
| 298  |                                 NCGC00162440-05                                 | SARS-CoV2 3CL Protease |     140.82    |
| 299  |                                 NCGC00167485-02                                 | SARS-CoV2 3CL Protease |     140.88    |
| 300  |                                 NCGC00014911-03                                 | SARS-CoV2 3CL Protease |     140.90    |
| 301  |                                 NCGC00186023-01                                 | SARS-CoV2 3CL Protease |     141.41    |
| 302  |                                 NCGC00179701-03                                 | SARS-CoV2 3CL Protease |     142.07    |
| 303  |                         NCGC00263157-02&NCGC00263157-09                         | SARS-CoV2 3CL Protease |     142.18    |
| 304  |                                 NCGC00385055-01                                 | SARS-CoV2 3CL Protease |     142.49    |
| 305  |                                 NCGC00384539-01                                 | SARS-CoV2 3CL Protease |     142.84    |
| 306  |                                 NCGC00380774-01                                 | SARS-CoV2 3CL Protease |     142.89    |
| 307  |                                 NCGC00485838-01                                 | SARS-CoV2 3CL Protease |     143.84    |
| 308  |                                 NCGC00162366-02                                 | SARS-CoV2 3CL Protease |     144.44    |
| 309  |                                 NCGC00379045-01                                 | SARS-CoV2 3CL Protease |     144.52    |
| 310  |                                 NCGC00379024-02                                 | SARS-CoV2 3CL Protease |     144.70    |
