+------+---------------------------------------------------------------------------------+------------------------+---------------+
| Rank |                                    Drug Name                                    |      Target Name       | Binding Score |
|  48  |                                 NCGC00015177-11                                 | SARS-CoV2 3CL Protease |      3.06     |
|  49  |                                 NCGC00380235-01                                 | SARS-CoV2 3CL Protease |      3.10     |
|  50  |                                 NCGC00379172-01                                 | SARS-CoV2 3CL Protease |      3.20     |
|  51  |                         NCGC00024714-06&NCGC00024714-11                         | SARS-CoV2 3CL Protease |      3.24     |
|  52  |                                 NCGC00344378-02                                 | SARS-CoV2 3CL Protease |      3.25     |
|  53  |                                 NCGC00159349-15                                 | SARS-CoV2 3CL Protease |      3.25     |
|  54  |                                 NCGC00249915-01                                 | SARS-CoV2 3CL Protease |      3.26     |
|  55  |                                 NCGC00380289-01                                 | SARS-CoV2 3CL Protease |      3.33     |
|  56  |                                 NCGC00384598-01                                 | SARS-CoV2 3CL Protease |      3.35     |
|  57  |                 NCGC00263152-05&NCGC00263152-12&NCGC00263152-14                 | SARS-CoV2 3CL Protease |      3.38     |
|  58  |                         NCGC00241455-04&NCGC00241455-08                         | SARS-CoV2 3CL Protease |      3.44     |
|  59  |                 NCGC00091544-12&NCGC00091544-18&NCGC00091544-23                 | SARS-CoV2 3CL Protease |      3.45     |
|  60  |                                 NCGC00018249-05                                 | SARS-CoV2 3CL Protease |      3.50     |
|  61  |                                 NCGC00378567-02                                 | SARS-CoV2 3CL Protease |      3.64     |
|  62  |                                 NCGC00485926-01                                 | SARS-CoV2 3CL Protease |      3.65     |
|  63  |                         NCGC00017331-05&NCGC00017331-07                         | SARS-CoV2 3CL Protease |      3.81     |
|  64  |                                 NCGC00017331-08                                 | SARS-CoV2 3CL Protease |      3.81     |
|  65  |                                 NCGC00253602-01                                 | SARS-CoV2 3CL Protease |      3.82     |
|  66  |                                 NCGC00021623-05                                 | SARS-CoV2 3CL Protease |      3.86     |
|  67  |                                 NCGC00263165-02                                 | SARS-CoV2 3CL Protease |      3.86     |
|  68  |                                 NCGC00380718-01                                 | SARS-CoV2 3CL Protease |      4.00     |
|  69  |                                 NCGC00167506-04                                 | SARS-CoV2 3CL Protease |      4.08     |
|  70  |                                 NCGC00385645-01                                 | SARS-CoV2 3CL Protease |      4.10     |
|  71  |                         NCGC00013556-15&NCGC00021752-04                         | SARS-CoV2 3CL Protease |      4.23     |
|  72  |                                 NCGC00379184-02                                 | SARS-CoV2 3CL Protease |      4.27     |
|  73  |                         NCGC00263198-04&NCGC00263198-07                         | SARS-CoV2 3CL Protease |      4.31     |
|  74  |                         NCGC00016740-14&NCGC00016740-18                         | SARS-CoV2 3CL Protease |      4.34     |
|  75  |                                 NCGC00379202-06                                 | SARS-CoV2 3CL Protease |      4.44     |
|  76  |                                 NCGC00015596-04                                 | SARS-CoV2 3CL Protease |      4.51     |
|  77  |                                 NCGC00378866-01                                 | SARS-CoV2 3CL Protease |      4.56     |
|  78  |                         NCGC00242490-05&NCGC00261745-01                         | SARS-CoV2 3CL Protease |      4.61     |
|  79  |                                 NCGC00378545-01                                 | SARS-CoV2 3CL Protease |      4.72     |
|  80  |                                 NCGC00094227-02                                 | SARS-CoV2 3CL Protease |      4.76     |
|  81  |                                 NCGC00142523-04                                 | SARS-CoV2 3CL Protease |      4.76     |
|  82  |                                 NCGC00370844-01                                 | SARS-CoV2 3CL Protease |      4.78     |
|  83  |                                 NCGC00261823-01                                 | SARS-CoV2 3CL Protease |      4.78     |
|  84  |                         NCGC00345798-03&NCGC00345798-06                         | SARS-CoV2 3CL Protease |      5.02     |
|  85  |                         NCGC00387861-02&NCGC00387861-03                         | SARS-CoV2 3CL Protease |      5.03     |
|  86  |                         NCGC00187912-12&NCGC00187912-13                         | SARS-CoV2 3CL Protease |      5.03     |
|  87  |                                 NCGC00253588-01                                 | SARS-CoV2 3CL Protease |      5.11     |
|  88  |                                 NCGC00485882-01                                 | SARS-CoV2 3CL Protease |      5.12     |
|  89  |                                 NCGC00507875-01                                 | SARS-CoV2 3CL Protease |      5.12     |
|  90  |                                 NCGC00022019-03                                 | SARS-CoV2 3CL Protease |      5.18     |
|  91  |                                 NCGC00015193-07                                 | SARS-CoV2 3CL Protease |      5.18     |
|  92  |                                 NCGC00242249-05                                 | SARS-CoV2 3CL Protease |      5.23     |
|  93  |                         NCGC00015917-09&NCGC00261848-01                         | SARS-CoV2 3CL Protease |      5.57     |
|  94  |                                 NCGC00095023-08                                 | SARS-CoV2 3CL Protease |      5.70     |
|  95  |                                 NCGC00385607-01                                 | SARS-CoV2 3CL Protease |      5.77     |
|  96  |                         NCGC00016798-07&NCGC00016798-11                         | SARS-CoV2 3CL Protease |      5.85     |
|  97  |                                 NCGC00386145-01                                 | SARS-CoV2 3CL Protease |      5.97     |
|  98  |                                 NCGC00182058-03                                 | SARS-CoV2 3CL Protease |      5.97     |
|  99  |                                 NCGC00381257-01                                 | SARS-CoV2 3CL Protease |      6.00     |
| 100  |                                 NCGC00186029-01                                 | SARS-CoV2 3CL Protease |      6.10     |
| 101  |                 NCGC00351599-02&NCGC00351599-03&NCGC00351599-06                 | SARS-CoV2 3CL Protease |      6.10     |
| 102  |                                 NCGC00346711-02                                 | SARS-CoV2 3CL Protease |      6.14     |
| 103  |                                 NCGC00025223-03                                 | SARS-CoV2 3CL Protease |      6.17     |
| 104  |                         NCGC00263565-01&NCGC00263565-06                         | SARS-CoV2 3CL Protease |      6.17     |
| 105  |                                 NCGC00242489-02                                 | SARS-CoV2 3CL Protease |      6.19     |
| 106  |                         NCGC00162342-04&NCGC00162342-05                         | SARS-CoV2 3CL Protease |      6.36     |
| 107  |                         NCGC00022697-03&NCGC00386157-02                         | SARS-CoV2 3CL Protease |      6.36     |
| 108  |                                 NCGC00386593-01                                 | SARS-CoV2 3CL Protease |      6.46     |
| 109  |                                 NCGC00386140-01                                 | SARS-CoV2 3CL Protease |      6.50     |
| 110  |                                 NCGC00384675-01                                 | SARS-CoV2 3CL Protease |      6.50     |
| 111  |                                 NCGC00025245-05                                 | SARS-CoV2 3CL Protease |      6.50     |
| 112  |                         NCGC00346941-01&NCGC00346941-02                         | SARS-CoV2 3CL Protease |      6.50     |
| 113  |                                 NCGC00380715-01                                 | SARS-CoV2 3CL Protease |      6.55     |
| 114  |                                 NCGC00386657-01                                 | SARS-CoV2 3CL Protease |      6.66     |
| 115  |                                 NCGC00274064-02                                 | SARS-CoV2 3CL Protease |      6.77     |
| 116  |                                 NCGC00274064-01                                 | SARS-CoV2 3CL Protease |      6.77     |
| 117  |                                 NCGC00384808-01                                 | SARS-CoV2 3CL Protease |      6.86     |
| 118  |                                 NCGC00385608-01                                 | SARS-CoV2 3CL Protease |      6.87     |
| 119  |                 NCGC00016092-09&NCGC00016092-13&NCGC00261914-01                 | SARS-CoV2 3CL Protease |      6.89     |
| 120  |                                 NCGC00167542-01                                 | SARS-CoV2 3CL Protease |      6.93     |
| 121  |                                 NCGC00389582-02                                 | SARS-CoV2 3CL Protease |      6.96     |
| 122  |                                 NCGC00408856-01                                 | SARS-CoV2 3CL Protease |      7.09     |
| 123  |                         NCGC00021580-07&NCGC00178404-03                         | SARS-CoV2 3CL Protease |      7.24     |
| 124  |                         NCGC00015704-04&NCGC00015704-09                         | SARS-CoV2 3CL Protease |      7.30     |
| 125  |                                 NCGC00386702-01                                 | SARS-CoV2 3CL Protease |      7.34     |
| 126  |                                 NCGC00386685-01                                 | SARS-CoV2 3CL Protease |      7.37     |
| 127  |                                 NCGC00378765-02                                 | SARS-CoV2 3CL Protease |      7.40     |
| 128  |                                 NCGC00261057-01                                 | SARS-CoV2 3CL Protease |      7.40     |
| 129  |                         NCGC00263183-02&NCGC00263183-10                         | SARS-CoV2 3CL Protease |      7.42     |
| 130  |                                 MLS002703591-02                                 | SARS-CoV2 3CL Protease |      7.55     |
| 131  |                                 NCGC00380717-01                                 | SARS-CoV2 3CL Protease |      7.61     |
| 132  |                                 NCGC00261968-01                                 | SARS-CoV2 3CL Protease |      7.72     |
| 133  |                                 NCGC00384825-01                                 | SARS-CoV2 3CL Protease |      7.78     |
| 134  |                                 NCGC00389279-01                                 | SARS-CoV2 3CL Protease |      7.81     |
| 135  |                                 NCGC00346571-07                                 | SARS-CoV2 3CL Protease |      7.81     |
| 136  |                                 NCGC00389480-01                                 | SARS-CoV2 3CL Protease |      7.81     |
| 137  |                                 NCGC00373230-02                                 | SARS-CoV2 3CL Protease |      7.81     |
| 138  |                                 NCGC00242511-04                                 | SARS-CoV2 3CL Protease |      7.88     |
| 139  |                                 NCGC00378634-01                                 | SARS-CoV2 3CL Protease |      7.88     |
| 140  |                 NCGC00014925-06&NCGC00014925-10&NCGC00261590-01                 | SARS-CoV2 3CL Protease |      7.90     |
| 141  |                                 NCGC00385253-01                                 | SARS-CoV2 3CL Protease |      8.03     |
| 142  |                                 NCGC00261735-01                                 | SARS-CoV2 3CL Protease |      8.06     |
| 143  |                 NCGC00015966-10&NCGC00024853-06&NCGC00024853-09                 | SARS-CoV2 3CL Protease |      8.06     |
| 144  |                                 NCGC00389376-01                                 | SARS-CoV2 3CL Protease |      8.21     |
| 145  |                                 NCGC00263187-07                                 | SARS-CoV2 3CL Protease |      8.21     |
| 146  |                                 NCGC00532503-01                                 | SARS-CoV2 3CL Protease |      8.21     |
| 147  |                 NCGC00015099-08&NCGC00015099-11&NCGC00015099-12                 | SARS-CoV2 3CL Protease |      8.24     |
| 148  |                                 NCGC00015513-11                                 | SARS-CoV2 3CL Protease |      8.25     |
| 149  |                 NCGC00164789-02&NCGC00164789-04&NCGC00164789-05                 | SARS-CoV2 3CL Protease |      8.55     |
| 150  |                         NCGC00015964-11&NCGC00015964-17                         | SARS-CoV2 3CL Protease |      8.59     |
| 151  |                                 NCGC00370956-01                                 | SARS-CoV2 3CL Protease |      8.61     |
| 152  |                                 NCGC00389282-01                                 | SARS-CoV2 3CL Protease |      8.62     |
| 153  |                                 NCGC00386216-07                                 | SARS-CoV2 3CL Protease |      8.62     |
| 154  |                         NCGC00346493-03&NCGC00346493-06                         | SARS-CoV2 3CL Protease |      8.68     |
| 155  |                                 NCGC00385478-01                                 | SARS-CoV2 3CL Protease |      8.68     |
| 156  |                                 NCGC00378612-02                                 | SARS-CoV2 3CL Protease |      8.72     |
| 157  |                                 NCGC00229512-05                                 | SARS-CoV2 3CL Protease |      8.76     |
| 158  |                                 NCGC00346606-02                                 | SARS-CoV2 3CL Protease |      8.77     |
| 159  |                                 NCGC00381328-01                                 | SARS-CoV2 3CL Protease |      8.78     |
| 160  |                                 NCGC00344556-01                                 | SARS-CoV2 3CL Protease |      8.79     |
| 161  |                                 NCGC00014702-17                                 | SARS-CoV2 3CL Protease |      8.87     |
| 162  |                         NCGC00344622-10&NCGC00344622-15                         | SARS-CoV2 3CL Protease |      9.04     |
| 163  |                                 NCGC00345085-02                                 | SARS-CoV2 3CL Protease |      9.32     |
| 164  |                         NCGC00485486-01&NCGC00485486-02                         | SARS-CoV2 3CL Protease |      9.39     |
| 165  |                                 NCGC00182031-05                                 | SARS-CoV2 3CL Protease |      9.40     |
| 166  |                                 NCGC00385403-01                                 | SARS-CoV2 3CL Protease |      9.43     |
| 167  |                                 NCGC00385281-01                                 | SARS-CoV2 3CL Protease |      9.44     |
| 168  |                         NCGC00274062-01&NCGC00389568-01                         | SARS-CoV2 3CL Protease |      9.44     |
| 169  |                                 NCGC00386568-01                                 | SARS-CoV2 3CL Protease |      9.50     |
| 170  |                                 NCGC00253576-01                                 | SARS-CoV2 3CL Protease |      9.53     |
| 171  |                         NCGC00346602-01&NCGC00346602-02                         | SARS-CoV2 3CL Protease |      9.56     |
| 172  |                         NCGC00159461-07&NCGC00159461-08                         | SARS-CoV2 3CL Protease |      9.61     |
| 173  |                                 NCGC00262195-03                                 | SARS-CoV2 3CL Protease |      9.68     |
| 174  |                         NCGC00346070-02&NCGC00346070-09                         | SARS-CoV2 3CL Protease |      9.75     |
| 175  |                                 NCGC00538146-01                                 | SARS-CoV2 3CL Protease |      9.80     |
| 176  |                                 NCGC00167559-01                                 | SARS-CoV2 3CL Protease |      9.92     |
| 177  |                         NCGC00162453-15&NCGC00162453-19                         | SARS-CoV2 3CL Protease |      9.92     |
| 178  |                                 NCGC00485262-01                                 | SARS-CoV2 3CL Protease |      9.93     |
| 179  |                                 MLS002694957-02                                 | SARS-CoV2 3CL Protease |      9.96     |
| 180  |                                 NCGC00162078-02                                 | SARS-CoV2 3CL Protease |     10.05     |
| 181  |                                 NCGC00179392-03                                 | SARS-CoV2 3CL Protease |     10.05     |
| 182  |                                 NCGC00380642-01                                 | SARS-CoV2 3CL Protease |     10.05     |
| 183  |                         NCGC00253867-02&NCGC00253867-11                         | SARS-CoV2 3CL Protease |     10.08     |
| 184  |                                 NCGC00169033-03                                 | SARS-CoV2 3CL Protease |     10.11     |
| 185  |                                 NCGC00183855-01                                 | SARS-CoV2 3CL Protease |     10.23     |
| 186  |                                 NCGC00015641-03                                 | SARS-CoV2 3CL Protease |     10.34     |
| 187  |                                 NCGC00379217-03                                 | SARS-CoV2 3CL Protease |     10.35     |
| 188  |                                 NCGC00347903-02                                 | SARS-CoV2 3CL Protease |     10.74     |
| 189  |                                 NCGC00379229-03                                 | SARS-CoV2 3CL Protease |     10.74     |
| 190  |                         NCGC00386370-01&NCGC00386370-03                         | SARS-CoV2 3CL Protease |     11.00     |
| 191  |                                 NCGC00485045-01                                 | SARS-CoV2 3CL Protease |     11.24     |
| 192  |                         NCGC00386415-04&NCGC00386415-05                         | SARS-CoV2 3CL Protease |     11.42     |
| 193  |                                 NCGC00015923-05                                 | SARS-CoV2 3CL Protease |     11.49     |
| 194  |                                 NCGC00346552-08                                 | SARS-CoV2 3CL Protease |     11.57     |
| 195  |                                 NCGC00167773-13                                 | SARS-CoV2 3CL Protease |     11.58     |
| 196  |                                 NCGC00253603-01                                 | SARS-CoV2 3CL Protease |     11.62     |
| 197  |                                 NCGC00162351-02                                 | SARS-CoV2 3CL Protease |     11.64     |
| 198  |                                 NCGC00186041-01                                 | SARS-CoV2 3CL Protease |     11.67     |
| 199  |                         NCGC00388522-02&NCGC00388522-04                         | SARS-CoV2 3CL Protease |     11.67     |
| 200  |                                 NCGC00485075-01                                 | SARS-CoV2 3CL Protease |     11.71     |
| 201  | NCGC00378593-01&NCGC00378593-02&NCGC00378593-05&NCGC00378593-07&NCGC00378593-08 | SARS-CoV2 3CL Protease |     11.75     |
| 202  |                 NCGC00015819-10&NCGC00015819-15&NCGC00015819-17                 | SARS-CoV2 3CL Protease |     12.04     |
| 203  |                                 NCGC00177979-05                                 | SARS-CoV2 3CL Protease |     12.06     |
| 204  |                                 NCGC00484066-01                                 | SARS-CoV2 3CL Protease |     12.07     |
| 205  |                                 NCGC00485349-01                                 | SARS-CoV2 3CL Protease |     12.07     |
| 206  |                                 NCGC00162400-09                                 | SARS-CoV2 3CL Protease |     12.17     |
| 207  |                                 NCGC00385448-01                                 | SARS-CoV2 3CL Protease |     12.24     |
| 208  |                                 NCGC00384552-01                                 | SARS-CoV2 3CL Protease |     12.24     |
| 209  |                                 NCGC00378796-01                                 | SARS-CoV2 3CL Protease |     12.30     |
| 210  |                                 NCGC00386547-01                                 | SARS-CoV2 3CL Protease |     12.30     |
| 211  |                                 NCGC00159360-03                                 | SARS-CoV2 3CL Protease |     12.31     |
| 212  |                         NCGC00159443-01&NCGC00159443-05                         | SARS-CoV2 3CL Protease |     12.31     |
| 213  |                                 NCGC00167831-05                                 | SARS-CoV2 3CL Protease |     12.36     |
| 214  |                                 NCGC00485298-01                                 | SARS-CoV2 3CL Protease |     12.41     |
| 215  |                                 NCGC00483929-01                                 | SARS-CoV2 3CL Protease |     12.45     |
| 216  |                                 NCGC00381152-01                                 | SARS-CoV2 3CL Protease |     12.52     |
| 217  |                                 NCGC00484064-01                                 | SARS-CoV2 3CL Protease |     12.69     |
| 218  |                                 NCGC00378611-03                                 | SARS-CoV2 3CL Protease |     13.02     |
| 219  |                                 NCGC00263903-02                                 | SARS-CoV2 3CL Protease |     13.02     |
| 220  |                                 NCGC00016801-05                                 | SARS-CoV2 3CL Protease |     13.02     |
| 221  |                                 NCGC00263139-03                                 | SARS-CoV2 3CL Protease |     13.03     |
| 222  |                 NCGC00016311-19&NCGC00016311-32&NCGC00261667-01                 | SARS-CoV2 3CL Protease |     13.34     |
| 223  |                                 NCGC00532510-01                                 | SARS-CoV2 3CL Protease |     13.36     |
| 224  |                                 NCGC00025303-04                                 | SARS-CoV2 3CL Protease |     13.51     |
| 225  |                                 NCGC00018166-02                                 | SARS-CoV2 3CL Protease |     13.57     |
| 226  |                                 NCGC00390584-01                                 | SARS-CoV2 3CL Protease |     13.61     |
| 227  |                                 NCGC00522021-01                                 | SARS-CoV2 3CL Protease |     13.64     |
| 228  |                                 NCGC00506803-01                                 | SARS-CoV2 3CL Protease |     13.65     |
| 229  |                                 NCGC00485216-01                                 | SARS-CoV2 3CL Protease |     13.71     |
| 230  |                                 MLS002608514-02                                 | SARS-CoV2 3CL Protease |     13.75     |
| 231  |                 NCGC00016055-11&NCGC00016055-12&NCGC00016055-16                 | SARS-CoV2 3CL Protease |     13.76     |
| 232  |                                 NCGC00178891-03                                 | SARS-CoV2 3CL Protease |     13.82     |
| 233  |         NCGC00024379-17&NCGC00024379-18&NCGC00024379-25&NCGC00261145-01         | SARS-CoV2 3CL Protease |     13.82     |
| 234  |                                 NCGC00378857-02                                 | SARS-CoV2 3CL Protease |     13.90     |
| 235  |                                 NCGC00015001-04                                 | SARS-CoV2 3CL Protease |     13.94     |
| 236  |                                 NCGC00385294-01                                 | SARS-CoV2 3CL Protease |     14.04     |
| 237  |                         NCGC00095135-05&NCGC00095135-12                         | SARS-CoV2 3CL Protease |     14.04     |
| 238  |                                 NCGC00485923-01                                 | SARS-CoV2 3CL Protease |     14.11     |
| 239  |                                 NCGC00485008-01                                 | SARS-CoV2 3CL Protease |     14.11     |
| 240  |                         NCGC00167465-02&NCGC00167465-07                         | SARS-CoV2 3CL Protease |     14.11     |
| 241  |                                 NCGC00485922-01                                 | SARS-CoV2 3CL Protease |     14.15     |
| 242  |                                 NCGC00159504-04                                 | SARS-CoV2 3CL Protease |     14.16     |
| 243  |                                 NCGC00261343-01                                 | SARS-CoV2 3CL Protease |     14.23     |
| 244  |                                 NCGC00183872-01                                 | SARS-CoV2 3CL Protease |     14.25     |
| 245  |                         NCGC00356803-11&NCGC00356803-12                         | SARS-CoV2 3CL Protease |     14.37     |
| 246  |                                 NCGC00371098-01                                 | SARS-CoV2 3CL Protease |     14.38     |
| 247  |                                 NCGC00182053-03                                 | SARS-CoV2 3CL Protease |     14.38     |
| 248  |                                 NCGC00485834-01                                 | SARS-CoV2 3CL Protease |     14.44     |
| 249  |                                 NCGC00378944-02                                 | SARS-CoV2 3CL Protease |     14.57     |
| 250  |                                 NCGC00168771-04                                 | SARS-CoV2 3CL Protease |     14.57     |
| 251  |                                 NCGC00485929-01                                 | SARS-CoV2 3CL Protease |     14.64     |
| 252  |                                 NCGC00179541-03                                 | SARS-CoV2 3CL Protease |     14.79     |
| 253  |                                 NCGC00386480-01                                 | SARS-CoV2 3CL Protease |     14.84     |
| 254  |                                 NCGC00183597-01                                 | SARS-CoV2 3CL Protease |     15.07     |
| 255  |                         NCGC00181795-02&NCGC00181795-03                         | SARS-CoV2 3CL Protease |     15.09     |
| 256  |                         NCGC00165791-03&NCGC00165791-04                         | SARS-CoV2 3CL Protease |     15.15     |
| 257  |                                 NCGC00347530-02                                 | SARS-CoV2 3CL Protease |     15.17     |
| 258  |                                 NCGC00025308-02                                 | SARS-CoV2 3CL Protease |     15.19     |
| 259  |                                 NCGC00388561-04                                 | SARS-CoV2 3CL Protease |     15.28     |
| 260  |                         NCGC00379107-01&NCGC00379107-02                         | SARS-CoV2 3CL Protease |     15.32     |
| 261  |                                 NCGC00164559-03                                 | SARS-CoV2 3CL Protease |     15.55     |
| 262  |                                 NCGC00092388-15                                 | SARS-CoV2 3CL Protease |     15.67     |
| 263  |                                 NCGC00015280-04                                 | SARS-CoV2 3CL Protease |     15.77     |
| 264  |                                 NCGC00094852-04                                 | SARS-CoV2 3CL Protease |     15.83     |
| 265  |                         NCGC00164336-05&NCGC00164336-06                         | SARS-CoV2 3CL Protease |     15.83     |
| 266  |                                 NCGC00511386-01                                 | SARS-CoV2 3CL Protease |     15.83     |
| 267  |                         NCGC00263184-03&NCGC00263184-06                         | SARS-CoV2 3CL Protease |     16.05     |
| 268  |                                 NCGC00346518-02                                 | SARS-CoV2 3CL Protease |     16.09     |
| 269  |                                 NCGC00253670-01                                 | SARS-CoV2 3CL Protease |     16.09     |
| 270  |                                 NCGC00179259-06                                 | SARS-CoV2 3CL Protease |     16.09     |
| 271  |                 NCGC00015786-13&NCGC00015786-16&NCGC00015786-20                 | SARS-CoV2 3CL Protease |     16.11     |
| 272  |                                 NCGC00024973-05                                 | SARS-CoV2 3CL Protease |     16.11     |
| 273  |                                 NCGC00485100-01                                 | SARS-CoV2 3CL Protease |     16.12     |
| 274  |                                 NCGC00017360-04                                 | SARS-CoV2 3CL Protease |     16.12     |
| 275  |                                 NCGC00168469-02                                 | SARS-CoV2 3CL Protease |     16.12     |
| 276  |                                 NCGC00387184-01                                 | SARS-CoV2 3CL Protease |     16.14     |
| 277  |                         NCGC00182059-03&NCGC00182059-11                         | SARS-CoV2 3CL Protease |     16.18     |
| 278  |                                 NCGC00378782-02                                 | SARS-CoV2 3CL Protease |     16.23     |
| 279  |                                 NCGC00347533-02                                 | SARS-CoV2 3CL Protease |     16.25     |
| 280  |                                 NCGC00274271-01                                 | SARS-CoV2 3CL Protease |     16.31     |
| 281  |                                 NCGC00015182-05                                 | SARS-CoV2 3CL Protease |     16.32     |
| 282  |                                 NCGC00389745-01                                 | SARS-CoV2 3CL Protease |     16.33     |
| 283  |                                 NCGC00379208-01                                 | SARS-CoV2 3CL Protease |     16.33     |
| 284  |                         NCGC00015798-15&NCGC00261581-01                         | SARS-CoV2 3CL Protease |     16.35     |
| 285  |                                 NCGC00024813-08                                 | SARS-CoV2 3CL Protease |     16.35     |
| 286  |                                 NCGC00015798-11                                 | SARS-CoV2 3CL Protease |     16.35     |
| 287  |                                 NCGC00509935-01                                 | SARS-CoV2 3CL Protease |     16.36     |
| 288  |                                 NCGC00389216-01                                 | SARS-CoV2 3CL Protease |     16.55     |
| 289  |                                 NCGC00346695-02                                 | SARS-CoV2 3CL Protease |     16.55     |
| 290  |                                 NCGC00390266-01                                 | SARS-CoV2 3CL Protease |     16.58     |
| 291  |                                 NCGC00379136-01                                 | SARS-CoV2 3CL Protease |     16.61     |
| 292  |                                 NCGC00484907-01                                 | SARS-CoV2 3CL Protease |     16.65     |
| 293  |                         NCGC00164632-02&NCGC00164632-07                         | SARS-CoV2 3CL Protease |     16.87     |
| 294  |                 NCGC00242597-01&NCGC00242597-02&NCGC00242597-10                 | SARS-CoV2 3CL Protease |     16.87     |
| 295  |                                 NCGC00249885-01                                 | SARS-CoV2 3CL Protease |     16.89     |
| 296  |                                 NCGC00169685-02                                 | SARS-CoV2 3CL Protease |     16.90     |
