+------+---------------------------------------------------------------------------------+------------------------+---------------+
| Rank |                                    Drug Name                                    |      Target Name       | Binding Score |
|  30  |                                 NCGC00385865-01                                 | SARS-CoV2 3CL Protease |      0.00     |
|  31  |                                 NCGC00380620-01                                 | SARS-CoV2 3CL Protease |      0.00     |
|  32  |                                 NCGC00263560-01                                 | SARS-CoV2 3CL Protease |      0.00     |
|  33  |                                 NCGC00168832-02                                 | SARS-CoV2 3CL Protease |      0.00     |
|  34  |                                 NCGC00484057-01                                 | SARS-CoV2 3CL Protease |      0.00     |
|  35  |                                 NCGC00160570-01                                 | SARS-CoV2 3CL Protease |      0.00     |
|  36  |                                 NCGC00385577-02                                 | SARS-CoV2 3CL Protease |      0.00     |
|  37  |                                 NCGC00385600-01                                 | SARS-CoV2 3CL Protease |      0.00     |
|  38  |                                 NCGC00385927-01                                 | SARS-CoV2 3CL Protease |      0.00     |
|  39  |                                 NCGC00016622-11                                 | SARS-CoV2 3CL Protease |      0.00     |
|  40  |                                 NCGC00386547-01                                 | SARS-CoV2 3CL Protease |      0.00     |
|  41  |                                 NCGC00384760-01                                 | SARS-CoV2 3CL Protease |      0.00     |
|  42  |                                 NCGC00178090-03                                 | SARS-CoV2 3CL Protease |      0.00     |
|  43  |                                 NCGC00384964-01                                 | SARS-CoV2 3CL Protease |      0.00     |
|  44  |                                 NCGC00387827-02                                 | SARS-CoV2 3CL Protease |      0.00     |
|  45  |                                 NCGC00249919-01                                 | SARS-CoV2 3CL Protease |      0.00     |
|  46  |                                 NCGC00093633-03                                 | SARS-CoV2 3CL Protease |      0.00     |
|  47  |                                 NCGC00380686-01                                 | SARS-CoV2 3CL Protease |      0.00     |
|  48  |                                 NCGC00186025-01                                 | SARS-CoV2 3CL Protease |      0.00     |
|  49  |                                 NCGC00384640-01                                 | SARS-CoV2 3CL Protease |      0.00     |
|  50  |                                 NCGC00485889-01                                 | SARS-CoV2 3CL Protease |      0.00     |
|  51  |                                 NCGC00380154-02                                 | SARS-CoV2 3CL Protease |      0.00     |
|  52  |                                 NCGC00385297-01                                 | SARS-CoV2 3CL Protease |      0.00     |
|  53  |                                 NCGC00181011-02                                 | SARS-CoV2 3CL Protease |      0.00     |
|  54  |                                 NCGC00482601-01                                 | SARS-CoV2 3CL Protease |      0.00     |
|  55  |                                 NCGC00179804-02                                 | SARS-CoV2 3CL Protease |      0.00     |
|  56  |                                 NCGC00381226-01                                 | SARS-CoV2 3CL Protease |      0.00     |
|  57  |                                 NCGC00420882-01                                 | SARS-CoV2 3CL Protease |      0.00     |
|  58  |                                 NCGC00159320-04                                 | SARS-CoV2 3CL Protease |      0.00     |
|  59  |                                 NCGC00384814-01                                 | SARS-CoV2 3CL Protease |      0.00     |
|  60  |                 NCGC00163699-03&NCGC00163699-07&NCGC00163699-10                 | SARS-CoV2 3CL Protease |      0.00     |
|  61  |                                 NCGC00380575-01                                 | SARS-CoV2 3CL Protease |      0.00     |
|  62  |                                 NCGC00522288-01                                 | SARS-CoV2 3CL Protease |      0.00     |
|  63  |                                 NCGC00385325-01                                 | SARS-CoV2 3CL Protease |      0.00     |
|  64  |                                 NCGC00380144-01                                 | SARS-CoV2 3CL Protease |      0.00     |
|  65  |                                 NCGC00380500-01                                 | SARS-CoV2 3CL Protease |      0.00     |
|  66  |                                 NCGC00094565-03                                 | SARS-CoV2 3CL Protease |      0.00     |
|  67  |                                 NCGC00386638-01                                 | SARS-CoV2 3CL Protease |      0.00     |
|  68  |                                 NCGC00386388-01                                 | SARS-CoV2 3CL Protease |      0.00     |
|  69  |                                 NCGC00348363-01                                 | SARS-CoV2 3CL Protease |      0.00     |
|  70  |                                 NCGC00179475-03                                 | SARS-CoV2 3CL Protease |      0.00     |
|  71  |                                 NCGC00522018-01                                 | SARS-CoV2 3CL Protease |      0.00     |
|  72  |                         NCGC00167972-02&NCGC00167972-05                         | SARS-CoV2 3CL Protease |      0.00     |
|  73  |                                 NCGC00480794-01                                 | SARS-CoV2 3CL Protease |      0.00     |
|  74  |                                 NCGC00510884-01                                 | SARS-CoV2 3CL Protease |      0.00     |
|  75  |                                 NCGC00022248-04                                 | SARS-CoV2 3CL Protease |      0.00     |
|  76  |                         NCGC00024427-05&NCGC00024427-09                         | SARS-CoV2 3CL Protease |      0.00     |
|  77  |                                 NCGC00385389-01                                 | SARS-CoV2 3CL Protease |      0.00     |
|  78  |                                 NCGC00381160-01                                 | SARS-CoV2 3CL Protease |      0.00     |
|  79  |                                 NCGC00178054-06                                 | SARS-CoV2 3CL Protease |      0.00     |
|  80  |                                 NCGC00183600-04                                 | SARS-CoV2 3CL Protease |      0.00     |
|  81  |                                 NCGC00168773-02                                 | SARS-CoV2 3CL Protease |      0.00     |
|  82  |                                 NCGC00384482-01                                 | SARS-CoV2 3CL Protease |      0.00     |
|  83  |                                 NCGC00380384-01                                 | SARS-CoV2 3CL Protease |      0.00     |
|  84  |                                 NCGC00380614-01                                 | SARS-CoV2 3CL Protease |      0.00     |
|  85  |                                 NCGC00380836-01                                 | SARS-CoV2 3CL Protease |      0.00     |
|  86  |                                 NCGC00385212-01                                 | SARS-CoV2 3CL Protease |      0.00     |
|  87  |                                 NCGC00380290-01                                 | SARS-CoV2 3CL Protease |      0.00     |
|  88  |                                 NCGC00178557-02                                 | SARS-CoV2 3CL Protease |      0.00     |
|  89  |                                 NCGC00164380-01                                 | SARS-CoV2 3CL Protease |      0.00     |
|  90  |                                 NCGC00385946-01                                 | SARS-CoV2 3CL Protease |      0.00     |
|  91  |                                 NCGC00380642-01                                 | SARS-CoV2 3CL Protease |      0.00     |
|  92  |                                 NCGC00384966-01                                 | SARS-CoV2 3CL Protease |      0.00     |
|  93  |                                 NCGC00381411-01                                 | SARS-CoV2 3CL Protease |      0.00     |
|  94  |                                 NCGC00373228-02                                 | SARS-CoV2 3CL Protease |      0.00     |
|  95  |                         NCGC00015701-06&NCGC00094144-06                         | SARS-CoV2 3CL Protease |      0.00     |
|  96  |                         NCGC00164578-02&NCGC00164578-06                         | SARS-CoV2 3CL Protease |      0.00     |
|  97  |                                 NCGC00384782-01                                 | SARS-CoV2 3CL Protease |      0.00     |
|  98  |                                 NCGC00380921-01                                 | SARS-CoV2 3CL Protease |      0.00     |
|  99  |                                 NCGC00485363-01                                 | SARS-CoV2 3CL Protease |      0.00     |
| 100  |                                 NCGC00159340-05                                 | SARS-CoV2 3CL Protease |      0.00     |
| 101  |                                 NCGC00380920-01                                 | SARS-CoV2 3CL Protease |      0.00     |
| 102  |                                 NCGC00385321-01                                 | SARS-CoV2 3CL Protease |      0.00     |
| 103  |                                 NCGC00522633-01                                 | SARS-CoV2 3CL Protease |      0.00     |
| 104  |                                 NCGC00164248-05                                 | SARS-CoV2 3CL Protease |      0.00     |
| 105  |                                 NCGC00380931-01                                 | SARS-CoV2 3CL Protease |      0.00     |
| 106  |                                 NCGC00386019-01                                 | SARS-CoV2 3CL Protease |      0.00     |
| 107  |                         NCGC00023643-10&NCGC00023643-15                         | SARS-CoV2 3CL Protease |      0.00     |
| 108  |                         NCGC00390649-01&NCGC00390649-02                         | SARS-CoV2 3CL Protease |      0.00     |
| 109  |                                 NCGC00378753-01                                 | SARS-CoV2 3CL Protease |      0.00     |
| 110  |                                 NCGC00384597-02                                 | SARS-CoV2 3CL Protease |      0.00     |
| 111  |                                 NCGC00385509-01                                 | SARS-CoV2 3CL Protease |      0.00     |
| 112  |                                 NCGC00022678-08                                 | SARS-CoV2 3CL Protease |      0.00     |
| 113  |                                 NCGC00381108-01                                 | SARS-CoV2 3CL Protease |      0.00     |
| 114  |                                 NCGC00344509-02                                 | SARS-CoV2 3CL Protease |      0.00     |
| 115  |                                 NCGC00380205-01                                 | SARS-CoV2 3CL Protease |      0.00     |
| 116  |                                 NCGC00385046-01                                 | SARS-CoV2 3CL Protease |      0.00     |
| 117  |                                 NCGC00381107-01                                 | SARS-CoV2 3CL Protease |      0.00     |
| 118  |                                 NCGC00347842-02                                 | SARS-CoV2 3CL Protease |      0.00     |
| 119  |                                 NCGC00160623-04                                 | SARS-CoV2 3CL Protease |      0.00     |
| 120  |                                 NCGC00249415-01                                 | SARS-CoV2 3CL Protease |      0.00     |
| 121  |                                 NCGC00380426-01                                 | SARS-CoV2 3CL Protease |      0.00     |
| 122  |                                 NCGC00378687-03                                 | SARS-CoV2 3CL Protease |      0.00     |
| 123  |                                 NCGC00163953-03                                 | SARS-CoV2 3CL Protease |      0.00     |
| 124  |                                 NCGC00347740-02                                 | SARS-CoV2 3CL Protease |      0.00     |
| 125  |                                 NCGC00386015-01                                 | SARS-CoV2 3CL Protease |      0.00     |
| 126  |                                 NCGC00380304-01                                 | SARS-CoV2 3CL Protease |      0.00     |
| 127  |                                 NCGC00380536-01                                 | SARS-CoV2 3CL Protease |      0.00     |
| 128  |                                 NCGC00380944-01                                 | SARS-CoV2 3CL Protease |      0.00     |
| 129  |                                 NCGC00384631-01                                 | SARS-CoV2 3CL Protease |      0.00     |
| 130  |                                 NCGC00347606-02                                 | SARS-CoV2 3CL Protease |      0.00     |
| 131  |                                 NCGC00390642-01                                 | SARS-CoV2 3CL Protease |      0.00     |
| 132  |                                 NCGC00485963-01                                 | SARS-CoV2 3CL Protease |      0.00     |
| 133  |                                 NCGC00380305-01                                 | SARS-CoV2 3CL Protease |      0.00     |
| 134  |                                 NCGC00014911-03                                 | SARS-CoV2 3CL Protease |      0.00     |
| 135  |                                 NCGC00249124-02                                 | SARS-CoV2 3CL Protease |      0.00     |
| 136  |                                 NCGC00169858-03                                 | SARS-CoV2 3CL Protease |      0.00     |
| 137  |                                 NCGC00344520-01                                 | SARS-CoV2 3CL Protease |      0.00     |
| 138  |                         NCGC00165811-06&NCGC00165811-08                         | SARS-CoV2 3CL Protease |      0.00     |
| 139  |                                 NCGC00381051-01                                 | SARS-CoV2 3CL Protease |      0.00     |
| 140  |                                 NCGC00346578-08                                 | SARS-CoV2 3CL Protease |      0.00     |
| 141  |                                 NCGC00160471-02                                 | SARS-CoV2 3CL Protease |      0.00     |
| 142  |                                 NCGC00015069-03                                 | SARS-CoV2 3CL Protease |      0.00     |
| 143  |                                 NCGC00485838-01                                 | SARS-CoV2 3CL Protease |      0.00     |
| 144  |                                 NCGC00185748-01                                 | SARS-CoV2 3CL Protease |      0.00     |
| 145  |                                 NCGC00385063-01                                 | SARS-CoV2 3CL Protease |      0.00     |
| 146  |                                 NCGC00253601-01                                 | SARS-CoV2 3CL Protease |      0.00     |
| 147  |                                 NCGC00385980-01                                 | SARS-CoV2 3CL Protease |      0.00     |
| 148  |                                 NCGC00384481-01                                 | SARS-CoV2 3CL Protease |      0.00     |
| 149  |                                 NCGC00380701-01                                 | SARS-CoV2 3CL Protease |      0.00     |
| 150  |                                 NCGC00385826-01                                 | SARS-CoV2 3CL Protease |      0.00     |
| 151  |                                 NCGC00384880-02                                 | SARS-CoV2 3CL Protease |      0.00     |
| 152  |                                 NCGC00163654-01                                 | SARS-CoV2 3CL Protease |      0.00     |
| 153  |                                 NCGC00385113-01                                 | SARS-CoV2 3CL Protease |      0.00     |
| 154  |                                 NCGC00179768-02                                 | SARS-CoV2 3CL Protease |      0.00     |
| 155  |                                 NCGC00380525-01                                 | SARS-CoV2 3CL Protease |      0.00     |
| 156  |                                 NCGC00180814-02                                 | SARS-CoV2 3CL Protease |      0.00     |
| 157  |                                 NCGC00169192-02                                 | SARS-CoV2 3CL Protease |      0.00     |
| 158  |                                 NCGC00381306-01                                 | SARS-CoV2 3CL Protease |      0.00     |
| 159  |                                 NCGC00479218-01                                 | SARS-CoV2 3CL Protease |      0.00     |
| 160  |                                 NCGC00485414-01                                 | SARS-CoV2 3CL Protease |      0.00     |
| 161  |                                 NCGC00162216-02                                 | SARS-CoV2 3CL Protease |      0.00     |
| 162  |                                 NCGC00385168-01                                 | SARS-CoV2 3CL Protease |      0.00     |
| 163  |                                 NCGC00163440-02                                 | SARS-CoV2 3CL Protease |      0.00     |
| 164  |                                 NCGC00380636-01                                 | SARS-CoV2 3CL Protease |      0.00     |
| 165  |                                 NCGC00380760-01                                 | SARS-CoV2 3CL Protease |      0.00     |
| 166  |                                 NCGC00160515-02                                 | SARS-CoV2 3CL Protease |      0.00     |
| 167  |                         NCGC00178741-03&NCGC00271534-03                         | SARS-CoV2 3CL Protease |      0.00     |
| 168  |                                 NCGC00485432-01                                 | SARS-CoV2 3CL Protease |      0.00     |
| 169  |                                 NCGC00346570-04                                 | SARS-CoV2 3CL Protease |      0.00     |
| 170  |                                 NCGC00168892-03                                 | SARS-CoV2 3CL Protease |      0.00     |
| 171  |                                 NCGC00162274-03                                 | SARS-CoV2 3CL Protease |      0.00     |
| 172  |                                 NCGC00380657-01                                 | SARS-CoV2 3CL Protease |      0.00     |
| 173  |                                 NCGC00347519-02                                 | SARS-CoV2 3CL Protease |      0.00     |
| 174  |                                 NCGC00159544-04                                 | SARS-CoV2 3CL Protease |      0.00     |
| 175  |                                 NCGC00168968-03                                 | SARS-CoV2 3CL Protease |      0.00     |
| 176  |                                 NCGC00167447-02                                 | SARS-CoV2 3CL Protease |      0.00     |
| 177  |                                 NCGC00169139-03                                 | SARS-CoV2 3CL Protease |      0.00     |
| 178  |                                 NCGC00167431-03                                 | SARS-CoV2 3CL Protease |      0.00     |
| 179  |                                 NCGC00183020-01                                 | SARS-CoV2 3CL Protease |      0.00     |
| 180  |                                 NCGC00319020-01                                 | SARS-CoV2 3CL Protease |      0.00     |
| 181  |                                 NCGC00179938-02                                 | SARS-CoV2 3CL Protease |      0.00     |
| 182  |                                 NCGC00384512-01                                 | SARS-CoV2 3CL Protease |      0.00     |
| 183  |                         NCGC00161414-03&NCGC00390718-01                         | SARS-CoV2 3CL Protease |      0.00     |
| 184  |                                 NCGC00385645-01                                 | SARS-CoV2 3CL Protease |      0.00     |
| 185  |                                 NCGC00380800-01                                 | SARS-CoV2 3CL Protease |      0.00     |
| 186  |                                 NCGC00381049-01                                 | SARS-CoV2 3CL Protease |      0.00     |
| 187  |                                 NCGC00168777-04                                 | SARS-CoV2 3CL Protease |      0.00     |
| 188  |                                 NCGC00260770-01                                 | SARS-CoV2 3CL Protease |      0.00     |
| 189  |                                 NCGC00347572-02                                 | SARS-CoV2 3CL Protease |      0.00     |
| 190  |                                 NCGC00390251-01                                 | SARS-CoV2 3CL Protease |      0.00     |
| 191  |                                 NCGC00018171-06                                 | SARS-CoV2 3CL Protease |      0.00     |
| 192  |                                 NCGC00169094-03                                 | SARS-CoV2 3CL Protease |      0.00     |
| 193  |                                 NCGC00378705-01                                 | SARS-CoV2 3CL Protease |      0.00     |
| 194  |                                 NCGC00169685-02                                 | SARS-CoV2 3CL Protease |      0.00     |
| 195  |                                 NCGC00164367-10                                 | SARS-CoV2 3CL Protease |      0.00     |
| 196  |                                 NCGC00485884-01                                 | SARS-CoV2 3CL Protease |      0.00     |
| 197  |                                 NCGC00371036-02                                 | SARS-CoV2 3CL Protease |      0.00     |
| 198  |                                 NCGC00263169-06                                 | SARS-CoV2 3CL Protease |      0.00     |
| 199  |                                 NCGC00023902-09                                 | SARS-CoV2 3CL Protease |      0.00     |
| 200  |                                 NCGC00370904-01                                 | SARS-CoV2 3CL Protease |      0.00     |
| 201  |                                 NCGC00385463-01                                 | SARS-CoV2 3CL Protease |      0.00     |
| 202  |                                 NCGC00381209-01                                 | SARS-CoV2 3CL Protease |      0.00     |
| 203  |                                 NCGC00181006-02                                 | SARS-CoV2 3CL Protease |      0.00     |
| 204  |                                 NCGC00385051-01                                 | SARS-CoV2 3CL Protease |      0.00     |
| 205  |                                 NCGC00346524-02                                 | SARS-CoV2 3CL Protease |      0.00     |
| 206  |                                 NCGC00380984-01                                 | SARS-CoV2 3CL Protease |      0.00     |
| 207  |                                 NCGC00385283-01                                 | SARS-CoV2 3CL Protease |      0.00     |
| 208  |                                 NCGC00346462-07                                 | SARS-CoV2 3CL Protease |      0.00     |
| 209  |                                 NCGC00385908-01                                 | SARS-CoV2 3CL Protease |      0.00     |
| 210  |                                 NCGC00385128-01                                 | SARS-CoV2 3CL Protease |      0.00     |
| 211  |                                 NCGC00370811-01                                 | SARS-CoV2 3CL Protease |      0.00     |
| 212  |                                 NCGC00380667-01                                 | SARS-CoV2 3CL Protease |      0.00     |
| 213  |                                 NCGC00386404-01                                 | SARS-CoV2 3CL Protease |      0.00     |
| 214  |                 NCGC00015113-03&NCGC00093644-07&NCGC00093644-09                 | SARS-CoV2 3CL Protease |      0.00     |
| 215  |                                 NCGC00381391-01                                 | SARS-CoV2 3CL Protease |      0.00     |
| 216  |                                 NCGC00163338-03                                 | SARS-CoV2 3CL Protease |      0.00     |
| 217  |                                 NCGC00420892-01                                 | SARS-CoV2 3CL Protease |      0.00     |
| 218  |                                 NCGC00378790-01                                 | SARS-CoV2 3CL Protease |      0.00     |
| 219  |                                 NCGC00380938-01                                 | SARS-CoV2 3CL Protease |      0.00     |
| 220  |                                 NCGC00380937-01                                 | SARS-CoV2 3CL Protease |      0.00     |
| 221  |                                 NCGC00385453-01                                 | SARS-CoV2 3CL Protease |      0.00     |
| 222  |                                 NCGC00384275-01                                 | SARS-CoV2 3CL Protease |      0.00     |
| 223  |                                 NCGC00381088-01                                 | SARS-CoV2 3CL Protease |      0.00     |
| 224  |                                 NCGC00159497-02                                 | SARS-CoV2 3CL Protease |      0.00     |
| 225  |                                 NCGC00264069-01                                 | SARS-CoV2 3CL Protease |      0.00     |
| 226  |                                 NCGC00249918-01                                 | SARS-CoV2 3CL Protease |      0.00     |
| 227  |                                 NCGC00384682-01                                 | SARS-CoV2 3CL Protease |      0.00     |
| 228  |                                 NCGC00347395-02                                 | SARS-CoV2 3CL Protease |      0.00     |
| 229  |                                 NCGC00274274-01                                 | SARS-CoV2 3CL Protease |      0.00     |
| 230  |                                 NCGC00169369-02                                 | SARS-CoV2 3CL Protease |      0.00     |
| 231  |                                 NCGC00385156-01                                 | SARS-CoV2 3CL Protease |      0.00     |
| 232  |                                 NCGC00370922-01                                 | SARS-CoV2 3CL Protease |      0.00     |
| 233  |                                 NCGC00384522-02                                 | SARS-CoV2 3CL Protease |      0.00     |
| 234  |                                 NCGC00168902-03                                 | SARS-CoV2 3CL Protease |      0.00     |
| 235  |                                 NCGC00510940-01                                 | SARS-CoV2 3CL Protease |      0.00     |
| 236  |                         NCGC00015697-01&NCGC00015697-12                         | SARS-CoV2 3CL Protease |      0.00     |
| 237  |                                 NCGC00485529-01                                 | SARS-CoV2 3CL Protease |      0.00     |
| 238  |                         NCGC00162222-03&NCGC00162222-04                         | SARS-CoV2 3CL Protease |      0.00     |
| 239  |                         NCGC00346717-02&NCGC00346717-03                         | SARS-CoV2 3CL Protease |      0.00     |
| 240  |                                 NCGC00386339-01                                 | SARS-CoV2 3CL Protease |      0.00     |
| 241  |                         NCGC00387813-02&NCGC00387813-03                         | SARS-CoV2 3CL Protease |      0.00     |
| 242  |                         NCGC00263694-01&NCGC00263694-09                         | SARS-CoV2 3CL Protease |      0.00     |
| 243  |                                 NCGC00378682-03                                 | SARS-CoV2 3CL Protease |      0.00     |
| 244  |                                 NCGC00384496-01                                 | SARS-CoV2 3CL Protease |      0.00     |
| 245  |                                 NCGC00249903-01                                 | SARS-CoV2 3CL Protease |      0.00     |
| 246  |                                 NCGC00017360-04                                 | SARS-CoV2 3CL Protease |      0.00     |
| 247  |                         NCGC00022185-09&NCGC00022185-14                         | SARS-CoV2 3CL Protease |      0.00     |
| 248  |                                 NCGC00381215-01                                 | SARS-CoV2 3CL Protease |      0.00     |
| 249  |                                 NCGC00385332-01                                 | SARS-CoV2 3CL Protease |      0.00     |
| 250  |                                 NCGC00380268-01                                 | SARS-CoV2 3CL Protease |      0.00     |
| 251  |                                 NCGC00485372-01                                 | SARS-CoV2 3CL Protease |      0.00     |
| 252  |                                 NCGC00384825-01                                 | SARS-CoV2 3CL Protease |      0.00     |
| 253  |                                 NCGC00380941-01                                 | SARS-CoV2 3CL Protease |      0.00     |
| 254  |                                 NCGC00168812-02                                 | SARS-CoV2 3CL Protease |      0.00     |
| 255  |                                 NCGC00485011-01                                 | SARS-CoV2 3CL Protease |      0.00     |
| 256  |                                 NCGC00169930-02                                 | SARS-CoV2 3CL Protease |      0.00     |
| 257  |                                 NCGC00168778-06                                 | SARS-CoV2 3CL Protease |      0.00     |
| 258  |                                 NCGC00384707-01                                 | SARS-CoV2 3CL Protease |      0.00     |
| 259  |                                 NCGC00186021-01                                 | SARS-CoV2 3CL Protease |      0.00     |
| 260  |                                 NCGC00384175-04                                 | SARS-CoV2 3CL Protease |      0.00     |
| 261  |                                 NCGC00169059-03                                 | SARS-CoV2 3CL Protease |      0.00     |
| 262  |                                 NCGC00380410-01                                 | SARS-CoV2 3CL Protease |      0.00     |
| 263  |                                 NCGC00386089-01                                 | SARS-CoV2 3CL Protease |      0.00     |
| 264  |                                 NCGC00168841-03                                 | SARS-CoV2 3CL Protease |      0.00     |
| 265  |                                 NCGC00384525-01                                 | SARS-CoV2 3CL Protease |      0.00     |
| 266  |                                 NCGC00381009-01                                 | SARS-CoV2 3CL Protease |      0.00     |
| 267  |                                 NCGC00381439-01                                 | SARS-CoV2 3CL Protease |      0.00     |
| 268  |                                 NCGC00169889-02                                 | SARS-CoV2 3CL Protease |      0.00     |
| 269  |                                 NCGC00179431-03                                 | SARS-CoV2 3CL Protease |      0.00     |
| 270  |                                 NCGC00485262-01                                 | SARS-CoV2 3CL Protease |      0.00     |
| 271  |                                 NCGC00347612-02                                 | SARS-CoV2 3CL Protease |      0.00     |
| 272  |                                 NCGC00263858-10                                 | SARS-CoV2 3CL Protease |      0.00     |
| 273  |                                 NCGC00180494-03                                 | SARS-CoV2 3CL Protease |      0.00     |
| 274  |                                 NCGC00347410-03                                 | SARS-CoV2 3CL Protease |      0.00     |
| 275  |                                 NCGC00381128-01                                 | SARS-CoV2 3CL Protease |      0.00     |
| 276  |                                 NCGC00380804-01                                 | SARS-CoV2 3CL Protease |      0.00     |
| 277  |                                 NCGC00385549-01                                 | SARS-CoV2 3CL Protease |      0.00     |
| 278  |                                 NCGC00385941-01                                 | SARS-CoV2 3CL Protease |      0.00     |
| 279  |                                 NCGC00386762-01                                 | SARS-CoV2 3CL Protease |      0.00     |
| 280  |                                 NCGC00381127-01                                 | SARS-CoV2 3CL Protease |      0.00     |
| 281  |                                 NCGC00384494-01                                 | SARS-CoV2 3CL Protease |      0.00     |
| 282  |                                 NCGC00385494-01                                 | SARS-CoV2 3CL Protease |      0.00     |
| 283  |                                 NCGC00346639-03                                 | SARS-CoV2 3CL Protease |      0.00     |
| 284  |                                 NCGC00346600-02                                 | SARS-CoV2 3CL Protease |      0.00     |
| 285  |                                 NCGC00384526-01                                 | SARS-CoV2 3CL Protease |      0.00     |
| 286  |                                 NCGC00169641-02                                 | SARS-CoV2 3CL Protease |      0.00     |
| 287  |                                 NCGC00166266-03                                 | SARS-CoV2 3CL Protease |      0.00     |
| 288  |                                 NCGC00090730-05                                 | SARS-CoV2 3CL Protease |      0.00     |
| 289  |                                 NCGC00381004-01                                 | SARS-CoV2 3CL Protease |      0.00     |
| 290  |                                 NCGC00169844-02                                 | SARS-CoV2 3CL Protease |      0.00     |
| 291  |                                 NCGC00347501-02                                 | SARS-CoV2 3CL Protease |      0.00     |
| 292  |                         NCGC00094960-06&NCGC00094960-07                         | SARS-CoV2 3CL Protease |      0.00     |
| 293  |                 NCGC00024995-13&NCGC00024995-15&NCGC00024995-43                 | SARS-CoV2 3CL Protease |      0.00     |
| 294  |                         NCGC00165752-02&NCGC00165752-04                         | SARS-CoV2 3CL Protease |      0.00     |
| 295  |                                 NCGC00165972-02                                 | SARS-CoV2 3CL Protease |      0.00     |
| 296  |                                 NCGC00389790-01                                 | SARS-CoV2 3CL Protease |      0.00     |
| 297  |                                 NCGC00510518-01                                 | SARS-CoV2 3CL Protease |      0.00     |
| 298  |                                 NCGC00385808-01                                 | SARS-CoV2 3CL Protease |      0.00     |
| 299  |                                 NCGC00384620-01                                 | SARS-CoV2 3CL Protease |      0.00     |
| 300  |                         NCGC00163411-06&NCGC00163411-07                         | SARS-CoV2 3CL Protease |      0.00     |
| 301  |                                 NCGC00385451-01                                 | SARS-CoV2 3CL Protease |      0.00     |
| 302  |                                 NCGC00168290-05                                 | SARS-CoV2 3CL Protease |      0.00     |
| 303  |                         NCGC00091110-01&NCGC00091110-02                         | SARS-CoV2 3CL Protease |      0.00     |
| 304  |                                 NCGC00510490-01                                 | SARS-CoV2 3CL Protease |      0.00     |
| 305  |                                 NCGC00385305-01                                 | SARS-CoV2 3CL Protease |      0.00     |
| 306  |                                 NCGC00384887-01                                 | SARS-CoV2 3CL Protease |      0.00     |
| 307  |                                 NCGC00347376-02                                 | SARS-CoV2 3CL Protease |      0.00     |
| 308  |         NCGC00015067-09&NCGC00015067-14&NCGC00015067-22&NCGC00015067-24         | SARS-CoV2 3CL Protease |      0.00     |
