+------+---------------------------------------------------------------------------------+------------------------+---------------+
| Rank |                                    Drug Name                                    |      Target Name       | Binding Score |
| 205  |                                 NCGC00167506-04                                 | SARS-CoV2 3CL Protease |     28.42     |
| 206  |                                 NCGC00346557-02                                 | SARS-CoV2 3CL Protease |     28.44     |
| 207  |                                 NCGC00371107-01                                 | SARS-CoV2 3CL Protease |     29.11     |
| 208  |                                 NCGC00386723-01                                 | SARS-CoV2 3CL Protease |     29.18     |
| 209  |                                 NCGC00484064-01                                 | SARS-CoV2 3CL Protease |     29.32     |
| 210  |                                 NCGC00380833-01                                 | SARS-CoV2 3CL Protease |     29.34     |
| 211  |                                 NCGC00178891-03                                 | SARS-CoV2 3CL Protease |     29.40     |
| 212  |         NCGC00024379-17&NCGC00024379-18&NCGC00024379-25&NCGC00261145-01         | SARS-CoV2 3CL Protease |     29.40     |
| 213  |                                 NCGC00385928-01                                 | SARS-CoV2 3CL Protease |     30.07     |
| 214  |                                 NCGC00180626-04                                 | SARS-CoV2 3CL Protease |     30.20     |
| 215  |                                 NCGC00485351-01                                 | SARS-CoV2 3CL Protease |     30.53     |
| 216  |                                 MLS002608668-02                                 | SARS-CoV2 3CL Protease |     30.60     |
| 217  |                                 NCGC00024732-04                                 | SARS-CoV2 3CL Protease |     31.16     |
| 218  |                                 NCGC00179665-04                                 | SARS-CoV2 3CL Protease |     31.16     |
| 219  |                         NCGC00386415-04&NCGC00386415-05                         | SARS-CoV2 3CL Protease |     31.37     |
| 220  |                                 NCGC00386547-01                                 | SARS-CoV2 3CL Protease |     31.47     |
| 221  |                                 NCGC00167477-01                                 | SARS-CoV2 3CL Protease |     31.50     |
| 222  |                                 NCGC00162375-02                                 | SARS-CoV2 3CL Protease |     31.65     |
| 223  |                                 NCGC00390751-02                                 | SARS-CoV2 3CL Protease |     31.65     |
| 224  |                                 NCGC00385115-01                                 | SARS-CoV2 3CL Protease |     31.94     |
| 225  |                         NCGC00096081-04&NCGC00096081-05                         | SARS-CoV2 3CL Protease |     32.58     |
| 226  |                                 NCGC00386702-01                                 | SARS-CoV2 3CL Protease |     32.83     |
| 227  |                                 NCGC00247716-01                                 | SARS-CoV2 3CL Protease |     33.25     |
| 228  |                                 NCGC00381257-01                                 | SARS-CoV2 3CL Protease |     33.34     |
| 229  |                                 NCGC00485075-01                                 | SARS-CoV2 3CL Protease |     33.51     |
| 230  |                                 NCGC00387845-01                                 | SARS-CoV2 3CL Protease |     33.85     |
| 231  |                         NCGC00356069-03&NCGC00356069-06                         | SARS-CoV2 3CL Protease |     33.85     |
| 232  |                                 NCGC00384879-01                                 | SARS-CoV2 3CL Protease |     33.86     |
| 233  |                                 NCGC00015193-07                                 | SARS-CoV2 3CL Protease |     33.97     |
| 234  |                                 NCGC00371051-01                                 | SARS-CoV2 3CL Protease |     34.06     |
| 235  |                                 NCGC00380525-01                                 | SARS-CoV2 3CL Protease |     34.12     |
| 236  |                                 NCGC00385372-01                                 | SARS-CoV2 3CL Protease |     34.12     |
| 237  |                                 NCGC00385478-01                                 | SARS-CoV2 3CL Protease |     34.19     |
| 238  |                                 NCGC00386257-02                                 | SARS-CoV2 3CL Protease |     34.28     |
| 239  |                                 NCGC00347586-02                                 | SARS-CoV2 3CL Protease |     34.59     |
| 240  |                                 NCGC00180415-03                                 | SARS-CoV2 3CL Protease |     34.59     |
| 241  |                                 NCGC00261301-01                                 | SARS-CoV2 3CL Protease |     34.87     |
| 242  |                                 NCGC00162190-02                                 | SARS-CoV2 3CL Protease |     34.87     |
| 243  |                                 MLS002694957-02                                 | SARS-CoV2 3CL Protease |     35.36     |
| 244  |                         NCGC00381558-03&NCGC00381558-06                         | SARS-CoV2 3CL Protease |     36.57     |
| 245  |                                 NCGC00385563-01                                 | SARS-CoV2 3CL Protease |     36.73     |
| 246  |                         NCGC00164572-02&NCGC00164572-14                         | SARS-CoV2 3CL Protease |     37.05     |
| 247  |                                 NCGC00167773-13                                 | SARS-CoV2 3CL Protease |     37.20     |
| 248  |                                 NCGC00015587-03                                 | SARS-CoV2 3CL Protease |     37.37     |
| 249  |                                 NCGC00263113-03                                 | SARS-CoV2 3CL Protease |     37.80     |
| 250  |                                 NCGC00347804-02                                 | SARS-CoV2 3CL Protease |     37.80     |
| 251  |                         NCGC00346070-02&NCGC00346070-09                         | SARS-CoV2 3CL Protease |     38.01     |
| 252  |                         NCGC00023193-06&NCGC00023193-11                         | SARS-CoV2 3CL Protease |     38.47     |
| 253  |                                 NCGC00022408-04                                 | SARS-CoV2 3CL Protease |     38.87     |
| 254  |                 NCGC00092310-04&NCGC00092310-06&NCGC00092310-14                 | SARS-CoV2 3CL Protease |     39.90     |
| 255  |                         NCGC00015964-11&NCGC00015964-17                         | SARS-CoV2 3CL Protease |     40.09     |
| 256  |                         NCGC00022662-05&NCGC00022662-06                         | SARS-CoV2 3CL Protease |     40.51     |
| 257  |                                 NCGC00386520-01                                 | SARS-CoV2 3CL Protease |     40.75     |
| 258  |                                 NCGC00380862-01                                 | SARS-CoV2 3CL Protease |     41.01     |
| 259  |                                 NCGC00169804-02                                 | SARS-CoV2 3CL Protease |     41.01     |
| 260  |                                 NCGC00390390-01                                 | SARS-CoV2 3CL Protease |     41.17     |
| 261  |                         NCGC00250412-08&NCGC00250412-15                         | SARS-CoV2 3CL Protease |     41.17     |
| 262  |                                 NCGC00485098-01                                 | SARS-CoV2 3CL Protease |     41.70     |
| 263  |                                 NCGC00186639-03                                 | SARS-CoV2 3CL Protease |     41.92     |
| 264  |                                 NCGC00163403-03                                 | SARS-CoV2 3CL Protease |     42.45     |
| 265  |                                 NCGC00242514-13                                 | SARS-CoV2 3CL Protease |     43.08     |
| 266  |                         NCGC00166307-05&NCGC00166307-06                         | SARS-CoV2 3CL Protease |     43.22     |
| 267  |                                 NCGC00420887-01                                 | SARS-CoV2 3CL Protease |     43.49     |
| 268  |                         NCGC00356071-09&NCGC00356071-11                         | SARS-CoV2 3CL Protease |     43.49     |
| 269  |                                 NCGC00167971-03                                 | SARS-CoV2 3CL Protease |     43.81     |
| 270  |                                 NCGC00379039-02                                 | SARS-CoV2 3CL Protease |     43.81     |
| 271  |                                 NCGC00385826-01                                 | SARS-CoV2 3CL Protease |     44.16     |
| 272  |                                 NCGC00384907-01                                 | SARS-CoV2 3CL Protease |     44.28     |
| 273  |                                 NCGC00485100-01                                 | SARS-CoV2 3CL Protease |     44.33     |
| 274  |                                 NCGC00017360-04                                 | SARS-CoV2 3CL Protease |     44.33     |
| 275  |                                 NCGC00168469-02                                 | SARS-CoV2 3CL Protease |     44.33     |
| 276  |                                 NCGC00347530-02                                 | SARS-CoV2 3CL Protease |     44.35     |
| 277  |                                 NCGC00247310-03                                 | SARS-CoV2 3CL Protease |     44.44     |
| 278  |                                 NCGC00385311-01                                 | SARS-CoV2 3CL Protease |     44.44     |
| 279  |                                 NCGC00017338-03                                 | SARS-CoV2 3CL Protease |     44.69     |
| 280  |                                 NCGC00485222-01                                 | SARS-CoV2 3CL Protease |     44.69     |
| 281  |                                 NCGC00390682-01                                 | SARS-CoV2 3CL Protease |     45.38     |
| 282  |                                 NCGC00386677-01                                 | SARS-CoV2 3CL Protease |     45.71     |
| 283  |                                 NCGC00092388-15                                 | SARS-CoV2 3CL Protease |     46.05     |
| 284  |                                 NCGC00386590-01                                 | SARS-CoV2 3CL Protease |     46.58     |
| 285  |                                 NCGC00018166-02                                 | SARS-CoV2 3CL Protease |     46.62     |
| 286  |                 NCGC00161327-01&NCGC00161327-10&NCGC00161327-11                 | SARS-CoV2 3CL Protease |     47.18     |
| 287  |                                 NCGC00385334-01                                 | SARS-CoV2 3CL Protease |     47.20     |
| 288  |                                 NCGC00485472-01                                 | SARS-CoV2 3CL Protease |     47.23     |
| 289  |                                 NCGC00162369-03                                 | SARS-CoV2 3CL Protease |     47.32     |
| 290  |                                 NCGC00485298-01                                 | SARS-CoV2 3CL Protease |     47.74     |
| 291  |                 NCGC00014925-06&NCGC00014925-10&NCGC00261590-01                 | SARS-CoV2 3CL Protease |     47.89     |
| 292  |                                 NCGC00015923-05                                 | SARS-CoV2 3CL Protease |     48.68     |
| 293  |                                 NCGC00261871-01                                 | SARS-CoV2 3CL Protease |     48.73     |
| 294  |                                 NCGC00015641-03                                 | SARS-CoV2 3CL Protease |     48.85     |
| 295  |                         NCGC00021761-05&NCGC00021761-06                         | SARS-CoV2 3CL Protease |     49.18     |
| 296  |                                 NCGC00522306-02                                 | SARS-CoV2 3CL Protease |     49.23     |
| 297  |                                 NCGC00385605-01                                 | SARS-CoV2 3CL Protease |     49.24     |
| 298  |                                 NCGC00015280-04                                 | SARS-CoV2 3CL Protease |     50.07     |
